MSA_UPC13,POS_SKU,MatchType
8949450010440,894945001044,heuristic/substr
8949450010510,894945001051,heuristic/substr
8949450010680,894945001068,heuristic/substr
8180590291140,818059029114,heuristic/substr
8180590285680,818059028568,heuristic/substr
8180590285510,818059028551,heuristic/substr
0864009016590,086400901659,heuristic/substr
0864009016420,086400901642,heuristic/substr
0864009044900,086400904490,heuristic/substr
0864009044760,086400904476,heuristic/substr
0864009017650,086400901765,heuristic/substr
0864009017580,086400901758,heuristic/substr
0771701263350,077170126335,heuristic/substr
0771701263590,077170126359,heuristic/substr
0864009010620,086400901062,heuristic/substr
0864009010550,086400901055,heuristic/substr
0864009010480,086400901048,heuristic/substr
0864009043390,086400904339,heuristic/substr
0864009043150,086400904315,heuristic/substr
0864009049570,086400904957,heuristic/substr
0864009049710,086400904971,heuristic/substr
0864009049190,086400904919,heuristic/substr
0771701224500,077170122450,heuristic/substr
0771701226890,077170122689,heuristic/substr
0771701227020,077170122702,heuristic/substr
0771701224360,077170122436,heuristic/substr
0864009049330,086400904933,heuristic/substr
8171270246790,817127024679,heuristic/substr
8171270246620,817127024662,heuristic/substr
8171270246550,817127024655,heuristic/substr
8171270246480,817127024648,heuristic/substr
8171270246310,817127024631,heuristic/substr
8171270246240,817127024624,heuristic/substr
8171270244950,817127024495,heuristic/substr
8171270244880,817127024488,heuristic/substr
8171270244710,817127024471,heuristic/substr
8171270244640,817127024464,heuristic/substr
8171270244570,817127024457,heuristic/substr
8171270244400,817127024440,heuristic/substr
0123001391370,012300139137,heuristic/substr
0123001921320,012300192132,heuristic/substr
8159700204590,815970020459,heuristic/substr
8159700204350,815970020435,heuristic/substr
8159700204970,815970020497,heuristic/substr
8159700204730,815970020473,heuristic/substr
8159700205340,815970020534,heuristic/substr
0261000162390,026100016239,heuristic/substr
0261000163830,026100016383,heuristic/substr
0261000162600,026100016260,heuristic/substr
0261008657520,026100865752,heuristic/substr
0261008657450,026100865745,heuristic/substr
0261008058570,026100805857,heuristic/substr
0261000167270,026100016727,heuristic/substr
0261000168190,026100016819,heuristic/substr
0261000168950,026100016895,heuristic/substr
0261000166040,026100016604,heuristic/substr
0261000166350,026100016635,heuristic/substr
8424261424720,842426142472,heuristic/substr
8424261424410,842426142441,heuristic/substr
8424261420210,842426142021,heuristic/substr
8424261425020,842426142502,heuristic/substr
8424261419320,842426141932,heuristic/substr
8424261419010,842426141901,heuristic/substr
7999532093000,799953209300,heuristic/substr
8500081182580,850008118258,heuristic/substr
8500081182410,850008118241,heuristic/substr
8500081182650,850008118265,heuristic/substr
8500081184870,850008118487,heuristic/substr
8500081182720,850008118272,heuristic/substr
8500081182960,850008118296,heuristic/substr
8500081184940,850008118494,heuristic/substr
8500081185000,850008118500,heuristic/substr
8500081182890,850008118289,heuristic/substr
8500081186470,850008118647,heuristic/substr
8500081186300,850008118630,heuristic/substr
8500081186090,850008118609,heuristic/substr
8500081186230,850008118623,heuristic/substr
8500081186160,850008118616,heuristic/substr
8188920190510,818892019051,heuristic/substr
8188920190750,818892019075,heuristic/substr
8188920190130,818892019013,heuristic/substr
8188920190370,818892019037,heuristic/substr
8188920189930,818892018993,heuristic/substr
8188920189790,818892018979,heuristic/substr
8879690091890,887969009189,heuristic/substr
8879690090660,887969009066,heuristic/substr
8879690114410,887969011441,heuristic/substr
8879690090280,887969009028,heuristic/substr
8879690114270,887969011427,heuristic/substr
8879690112430,887969011243,heuristic/substr
8879690091270,887969009127,heuristic/substr
8879690108020,887969010802,heuristic/substr
8879690099670,887969009967,heuristic/substr
8879690099430,887969009943,heuristic/substr
8879690100000,887969010000,heuristic/substr
8879690099050,887969009905,heuristic/substr
8879690108400,887969010840,heuristic/substr
8879690099810,887969009981,heuristic/substr
8879690099290,887969009929,heuristic/substr
8879690100480,887969010048,heuristic/substr
8879690098680,887969009868,heuristic/substr
8879690100240,887969010024,heuristic/substr
8879690098820,887969009882,heuristic/substr
0110000100050,011000010005,heuristic/substr
0110000100290,011000010029,heuristic/substr
0110000100430,011000010043,heuristic/substr
0110000100670,011000010067,heuristic/substr
0110000106090,011000010609,heuristic/substr
0110000100500,011000010050,heuristic/substr
0110000106160,011000010616,heuristic/substr
0110000100120,011000010012,heuristic/substr
0110000100360,011000010036,heuristic/substr
0906003019660,090600301966,heuristic/substr
0906003019730,090600301973,heuristic/substr
0906000100280,090600010028,heuristic/substr
0906003019590,090600301959,heuristic/substr
0906003019350,090600301935,heuristic/substr
8579950039870,857995003987,heuristic/substr
8579950038950,857995003895,heuristic/substr
8579950039560,857995003956,heuristic/substr
8579950039320,857995003932,heuristic/substr
0282003015120,028200301512,heuristic/substr
0282003014130,028200301413,heuristic/substr
0905001000340,090500100034,heuristic/substr
0905001000030,090500100003,heuristic/substr
0905001000410,090500100041,heuristic/substr
0905001000650,090500100065,heuristic/substr
0905001100330,090500110033,heuristic/substr
0905001000100,090500100010,heuristic/substr
0905001000580,090500100058,heuristic/substr
0905001000270,090500100027,heuristic/substr
0282005807190,028200580719,heuristic/substr
0282001424050,028200142405,heuristic/substr
0282001972070,028200197207,heuristic/substr
0282001613070,028200161307,heuristic/substr
0282003185100,028200318510,heuristic/substr
0282003199130,028200319913,heuristic/substr
0282005788150,028200578815,heuristic/substr
0282001954010,028200195401,heuristic/substr
0282001964080,028200196408,heuristic/substr
0282005872130,028200587213,heuristic/substr
0282005873120,028200587312,heuristic/substr
0282006005160,028200600516,heuristic/substr
0282003242140,028200324214,heuristic/substr
0282003243130,028200324313,heuristic/substr
0282005858130,028200585813,heuristic/substr
0282005859120,028200585912,heuristic/substr
0282005849150,028200584915,heuristic/substr
0282005850110,028200585011,heuristic/substr
0282003229130,028200322913,heuristic/substr
0282006001100,028200600110,heuristic/substr
0282001365030,028200136503,heuristic/substr
0282006000110,028200600011,heuristic/substr
5274325225090,527432522509,heuristic/substr
0282005991170,028200599117,heuristic/substr
0282005992160,028200599216,heuristic/substr
0282005697140,028200569714,heuristic/substr
0282005779170,028200577917,heuristic/substr
0282003228140,028200322814,heuristic/substr
0282003306110,028200330611,heuristic/substr
0282005722190,028200572219,heuristic/substr
0282006100100,028200610010,heuristic/substr
0282003313110,028200331311,heuristic/substr
0282006031110,028200603111,heuristic/substr
0282006032100,028200603210,heuristic/substr
0282006033190,028200603319,heuristic/substr
0282005496170,028200549617,heuristic/substr
0282005805110,028200580511,heuristic/substr
0282006034180,028200603418,heuristic/substr
0282005847170,028200584717,heuristic/substr
0282005848160,028200584816,heuristic/substr
0282005723180,028200572318,heuristic/substr
0282006052140,028200605214,heuristic/substr
0282001949090,028200194909,heuristic/substr
0282003324170,028200332417,heuristic/substr
0282003325160,028200332516,heuristic/substr
0282005870150,028200587015,heuristic/substr
0282005846180,028200584618,heuristic/substr
0282005989120,028200598912,heuristic/substr
0282005726150,028200572615,heuristic/substr
0282001948000,028200194800,heuristic/substr
0282005845190,028200584519,heuristic/substr
0282003348170,028200334817,heuristic/substr
0282003349160,028200334916,heuristic/substr
0282005731290,028200573129,heuristic/substr
0282006083140,028200608314,heuristic/substr
0282005987140,028200598714,heuristic/substr
0282005731170,028200573117,heuristic/substr
0282006009120,028200600912,heuristic/substr
0282006002190,028200600219,heuristic/substr
0433001093010,043300109301,heuristic/substr
0433001091890,043300109189,heuristic/substr
0433001092710,043300109271,heuristic/substr
0433001092190,043300109219,heuristic/substr
0433001873610,043300187361,heuristic/substr
0433001873300,043300187330,heuristic/substr
0433001871560,043300187156,heuristic/substr
0433001871870,043300187187,heuristic/substr
0433001874840,043300187484,heuristic/substr
0433001874220,043300187422,heuristic/substr
0433000451800,043300045180,heuristic/substr
0433001874530,043300187453,heuristic/substr
0433001875760,043300187576,heuristic/substr
0433001875450,043300187545,heuristic/substr
0433001872170,043300187217,heuristic/substr
0433001090040,043300109004,heuristic/substr
0433001090970,043300109097,heuristic/substr
0433001091580,043300109158,heuristic/substr
0433001090350,043300109035,heuristic/substr
0433001876680,043300187668,heuristic/substr
0433001876370,043300187637,heuristic/substr
0433001875140,043300187514,heuristic/substr
0433001876060,043300187606,heuristic/substr
0769401970010,076940197001,heuristic/substr
7429788459470,742978845947,heuristic/substr
7429788470640,742978847064,heuristic/substr
6582387349090,658238734909,heuristic/substr
6582387355620,658238735562,heuristic/substr
6582387349610,658238734961,heuristic/substr
7429788455340,742978845534,heuristic/substr
6582387349230,658238734923,heuristic/substr
7429788459610,742978845961,heuristic/substr
7429788466610,742978846661,heuristic/substr
6582387350050,658238735005,heuristic/substr
7495653268720,749565326872,heuristic/substr
6582387357220,658238735722,heuristic/substr
6582387348480,658238734848,heuristic/substr
7429788470260,742978847026,heuristic/substr
7429788455100,742978845510,heuristic/substr
7429788453980,742978845398,heuristic/substr
7429788464490,742978846449,heuristic/substr
7429788466230,742978846623,heuristic/substr
7429788454800,742978845480,heuristic/substr
6582387348620,658238734862,heuristic/substr
6582387356160,658238735616,heuristic/substr
7429788461730,742978846173,heuristic/substr
6601119336820,660111933682,heuristic/substr
7429788466850,742978846685,heuristic/substr
6166639649330,616663964933,heuristic/substr
7429788462030,742978846203,heuristic/substr
6601119337290,660111933729,heuristic/substr
6582387350290,658238735029,heuristic/substr
7429788461660,742978846166,heuristic/substr
6166639649020,616663964902,heuristic/substr
6582387348000,658238734800,heuristic/substr
7429788461800,742978846180,heuristic/substr
7429788466470,742978846647,heuristic/substr
7429788462100,742978846210,heuristic/substr
8101598602770,810159860277,heuristic/substr
6582387347870,658238734787,heuristic/substr
7695779211930,769577921193,heuristic/substr
8101598614890,810159861489,heuristic/substr
8101598615400,810159861540,heuristic/substr
8101598613350,810159861335,heuristic/substr
7695779210180,769577921018,heuristic/substr
8101598603070,810159860307,heuristic/substr
7695779217420,769577921742,heuristic/substr
7695779211860,769577921186,heuristic/substr
8101598618230,810159861823,heuristic/substr
8101598627830,810159862783,heuristic/substr
8101598632300,810159863230,heuristic/substr
7695778380330,769577838033,heuristic/substr
7695779213910,769577921391,heuristic/substr
8101598634520,810159863452,heuristic/substr
8101598615190,810159861519,heuristic/substr
8101598615710,810159861571,heuristic/substr
8101598613590,810159861359,heuristic/substr
8101598625780,810159862578,heuristic/substr
7624464902570,762446490257,heuristic/substr
7624464922510,762446492251,heuristic/substr
7624464916500,762446491650,heuristic/substr
7624464936540,762446493654,heuristic/substr
7624464801040,762446480104,heuristic/substr
7624464040010,762446404001,heuristic/substr
7624464240090,762446424009,heuristic/substr
7624464502060,762446450206,heuristic/substr
7624464540060,762446454006,heuristic/substr
7624464440070,762446444007,heuristic/substr
7624464340080,762446434008,heuristic/substr
7624464140000,762446414000,heuristic/substr
7624464302080,762446430208,heuristic/substr
7624464202090,762446420209,heuristic/substr
7624464002010,762446400201,heuristic/substr
7624464102000,762446410200,heuristic/substr
7624464402070,762446440207,heuristic/substr
0947812825020,094781282502,heuristic/substr
8500591900360,850059190036,heuristic/substr
8600103262750,860010326275,heuristic/substr
8600103262680,860010326268,heuristic/substr
8600103262990,860010326299,heuristic/substr
8500591900290,850059190029,heuristic/substr
8600103262820,860010326282,heuristic/substr
8500591904630,850059190463,heuristic/substr
8500591904490,850059190449,heuristic/substr
8600093483560,860009348356,heuristic/substr
8600093483490,860009348349,heuristic/substr
8600093483700,860009348370,heuristic/substr
8600093483630,860009348363,heuristic/substr
0421000263820,042100026382,heuristic/substr
0769401970870,076940197087,heuristic/substr
0769401970940,076940197094,heuristic/substr
0769401970180,076940197018,heuristic/substr
0769401970700,076940197070,heuristic/substr
0769401970490,076940197049,heuristic/substr
0769401970560,076940197056,heuristic/substr
0769401970250,076940197025,heuristic/substr
0769401970320,076940197032,heuristic/substr
0769401972090,076940197209,heuristic/substr
0769401972540,076940197254,heuristic/substr
0282003139110,028200313911,heuristic/substr
0282003140170,028200314017,heuristic/substr
0282003156180,028200315618,heuristic/substr
0282003155190,028200315519,heuristic/substr
0282006074160,028200607416,heuristic/substr
0282006077130,028200607713,heuristic/substr
0282006075150,028200607515,heuristic/substr
6845140101220,684514010122,heuristic/substr
6845140101840,684514010184,heuristic/substr
6845140101390,684514010139,heuristic/substr
6845140101600,684514010160,heuristic/substr
6845140101460,684514010146,heuristic/substr
6845140101150,684514010115,heuristic/substr
6845140101530,684514010153,heuristic/substr
6845140101770,684514010177,heuristic/substr
6845140102760,684514010276,heuristic/substr
6845140103370,684514010337,heuristic/substr
6845140102830,684514010283,heuristic/substr
6845140103130,684514010313,heuristic/substr
6845140102900,684514010290,heuristic/substr
6845140102690,684514010269,heuristic/substr
6845140103060,684514010306,heuristic/substr
6845140103200,684514010320,heuristic/substr
7834956075330,783495607533,heuristic/substr
0702355060420,070235506042,heuristic/substr
0702355060110,070235506011,heuristic/substr
0702355060280,070235506028,heuristic/substr
0702355060350,070235506035,heuristic/substr
0702355060040,070235506004,heuristic/substr
0905001001880,090500100188,heuristic/substr
0905001001950,090500100195,heuristic/substr
0905001001710,090500100171,heuristic/substr
0905001005600,090500100560,heuristic/substr
0905001005530,090500100553,heuristic/substr
0905001100020,090500110002,heuristic/substr
0905001100190,090500110019,heuristic/substr
0905001002010,090500100201,heuristic/substr
0905001002180,090500100218,heuristic/substr
0272003367460,027200336746,heuristic/substr
0272001923350,027200192335,heuristic/substr
4296510000000,429651,heuristic/substr
0422341800000,04223418,heuristic/substr
0422371900000,04223719,heuristic/substr
4223610000000,422361,heuristic/substr
7610734259910,761073425991,heuristic/substr
7610734263940,761073426394,heuristic/substr
0419854536030,041985453603,heuristic/substr
0587329345750,058732934575,heuristic/substr
0261000043730,026100004373,heuristic/substr
0261000051720,026100005172,heuristic/substr
0261000053700,026100005370,heuristic/substr
0261000042740,026100004274,heuristic/substr
8404391061600,840439106160,heuristic/substr
8404391062210,840439106221,heuristic/substr
8404391061390,840439106139,heuristic/substr
8404391061910,840439106191,heuristic/substr
7521294504010,752129450401,heuristic/substr
7521294502030,752129450203,heuristic/substr
0123001145230,012300114523,heuristic/substr
0123001771390,012300177139,heuristic/substr
0123001144930,012300114493,heuristic/substr
0123001143320,012300114332,heuristic/substr
0123005028560,012300502856,heuristic/substr
0123001143010,012300114301,heuristic/substr
0123001541300,012300154130,heuristic/substr
0123005028870,012300502887,heuristic/substr
8223102401870,822310240187,heuristic/substr
8223102401250,822310240125,heuristic/substr
8223102401010,822310240101,heuristic/substr
8223102401700,822310240170,heuristic/substr
8223102401560,822310240156,heuristic/substr
8323102401860,832310240186,heuristic/substr
8323102401240,832310240124,heuristic/substr
5123091601200,512309160120,heuristic/substr
8323102401000,832310240100,heuristic/substr
8323102401790,832310240179,heuristic/substr
8323102401550,832310240155,heuristic/substr
8199130149870,819913014987,heuristic/substr
8199130151990,819913015199,heuristic/substr
8199130151510,819913015151,heuristic/substr
1084004820296,10840048202960,heuristic/substr
7157868975900,715786897590,heuristic/substr
7157869950670,715786995067,heuristic/substr
6457811429850,645781142985,heuristic/substr
6457814383850,645781438385,heuristic/substr
6457812129610,645781212961,heuristic/substr
6457811295040,645781129504,heuristic/substr
6457814349980,645781434998,heuristic/substr
6457810716360,645781071636,heuristic/substr
6457811261760,645781126176,heuristic/substr
6457810620920,645781062092,heuristic/substr
6767375182640,676737518264,heuristic/substr
6767378997900,676737899790,heuristic/substr
6767375658000,676737565800,heuristic/substr
6767376549170,676737654917,heuristic/substr
6457812780730,645781278073,heuristic/substr
6554571061970,655457106197,heuristic/substr
6767375287060,676737528706,heuristic/substr
6457810311110,645781031111,heuristic/substr
6457811835510,645781183551,heuristic/substr
6457814499160,645781449916,heuristic/substr
6767377306420,676737730642,heuristic/substr
6554571727410,655457172741,heuristic/substr
6767375940840,676737594084,heuristic/substr
6767377352890,676737735289,heuristic/substr
6767377096310,676737709631,heuristic/substr
6767377997620,676737799762,heuristic/substr
6767379992300,676737999230,heuristic/substr
7161652002150,716165200215,heuristic/substr
0771701198630,077170119863,heuristic/substr
0771701198490,077170119849,heuristic/substr
0771701198870,077170119887,heuristic/substr
0771701200050,077170120005,heuristic/substr
0771701199860,077170119986,heuristic/substr
0771701189890,077170118989,heuristic/substr
8646130000000,864613,heuristic/substr
0771701103650,077170110365,heuristic/substr
0864009013070,086400901307,heuristic/substr
0864009013140,086400901314,heuristic/substr
0864000018850,086400001885,heuristic/substr
0864009010310,086400901031,heuristic/substr
0790831590040,079083159004,heuristic/substr
0790831595090,079083159509,heuristic/substr
0790831572460,079083157246,heuristic/substr
0864008019800,086400801980,heuristic/substr
0790831272490,079083127249,heuristic/substr
0764527003000,076452700300,heuristic/substr
0717374403530,071737440353,heuristic/substr
0317002321700,031700232170,heuristic/substr
0317002321870,031700232187,heuristic/substr
0317002320640,031700232064,heuristic/substr
0317002320880,031700232088,heuristic/substr
0317002338250,031700233825,heuristic/substr
0317002320570,031700232057,heuristic/substr
7624465010070,762446501007,heuristic/substr
8424261621280,842426162128,heuristic/substr
8424261621800,842426162180,heuristic/substr
8424261621590,842426162159,heuristic/substr
8424261622410,842426162241,heuristic/substr
8424261622100,842426162210,heuristic/substr
0731000302530,073100030253,heuristic/substr
0731000302770,073100030277,heuristic/substr
0731000302600,073100030260,heuristic/substr
8116730100010,811673010001,heuristic/substr
8116730100250,811673010025,heuristic/substr
8116730100180,811673010018,heuristic/substr
8164500103420,816450010342,heuristic/substr
7194990055870,719499005587,heuristic/substr
7194990080450,719499008045,heuristic/substr
7194990080210,719499008021,heuristic/substr
7194990053410,719499005341,heuristic/substr
7194990050130,719499005013,heuristic/substr
7194990050440,719499005044,heuristic/substr
7194990052350,719499005235,heuristic/substr
7194990052040,719499005204,heuristic/substr
7194990051430,719499005143,heuristic/substr
7194990051120,719499005112,heuristic/substr
7194990050510,719499005051,heuristic/substr
7194990051740,719499005174,heuristic/substr
7194990055250,719499005525,heuristic/substr
7194990056170,719499005617,heuristic/substr
7194990054020,719499005402,heuristic/substr
7194990055560,719499005556,heuristic/substr
7194990059520,719499005952,heuristic/substr
7194990052800,719499005280,heuristic/substr
7194990053100,719499005310,heuristic/substr
7194990053720,719499005372,heuristic/substr
7194990056240,719499005624,heuristic/substr
7194990062560,719499006256,heuristic/substr
8194660113890,819466011389,heuristic/substr
8194660114260,819466011426,heuristic/substr
8194660113960,819466011396,heuristic/substr
8194660114710,819466011471,heuristic/substr
8194660114640,819466011464,heuristic/substr
8194660114190,819466011419,heuristic/substr
8194660114020,819466011402,heuristic/substr
8194660114400,819466011440,heuristic/substr
0333004545010,033300454501,heuristic/substr
0333004540060,033300454006,heuristic/substr
7897810002620,789781000262,heuristic/substr
0333004200180,033300420018,heuristic/substr
0333003445050,033300344505,heuristic/substr
7897819276510,789781927651,heuristic/substr
0333003445120,033300344512,heuristic/substr
6196829941720,619682994172,heuristic/substr
6196829950490,619682995049,heuristic/substr
6196829941410,619682994141,heuristic/substr
8171270210670,817127021067,heuristic/substr
8171270210500,817127021050,heuristic/substr
8171270210430,817127021043,heuristic/substr
8171270252180,817127025218,heuristic/substr
8171270250960,817127025096,heuristic/substr
8171270249900,817127024990,heuristic/substr
8171270252250,817127025225,heuristic/substr
8171270251020,817127025102,heuristic/substr
8171270250030,817127025003,heuristic/substr
8171270210360,817127021036,heuristic/substr
8171270297800,817127029780,heuristic/substr
8171270297590,817127029759,heuristic/substr
8171270297970,817127029797,heuristic/substr
8171270297730,817127029773,heuristic/substr
8171270297660,817127029766,heuristic/substr
8171270297420,817127029742,heuristic/substr
8171270247610,817127024761,heuristic/substr
8171270247780,817127024778,heuristic/substr
8171270247540,817127024754,heuristic/substr
8171270247470,817127024747,heuristic/substr
0702350096040,070235009604,heuristic/substr
0702350095980,070235009598,heuristic/substr
0717378119550,071737811955,heuristic/substr
0717378118320,071737811832,heuristic/substr
8171270269490,817127026949,heuristic/substr
8171270269180,817127026918,heuristic/substr
8171270271750,817127027175,heuristic/substr
8171270272360,817127027236,heuristic/substr
0317002348080,031700234808,heuristic/substr
0317000094440,031700009444,heuristic/substr
0317002354300,031700235430,heuristic/substr
0317002354850,031700235485,heuristic/substr
0317000096970,031700009697,heuristic/substr
0317002353860,031700235386,heuristic/substr
0317002321560,031700232156,heuristic/substr
0317002354160,031700235416,heuristic/substr
0317002354230,031700235423,heuristic/substr
0317002353930,031700235393,heuristic/substr
8424261651290,842426165129,heuristic/substr
8424261563320,842426156332,heuristic/substr
8424261630570,842426163057,heuristic/substr
8424261620050,842426162005,heuristic/substr
8424261751730,842426175173,heuristic/substr
8424261748480,842426174848,heuristic/substr
8424261750500,842426175050,heuristic/substr
8424261704990,842426170499,heuristic/substr
8424261705500,842426170550,heuristic/substr
8424261707030,842426170703,heuristic/substr
8424261707340,842426170734,heuristic/substr
8424261706730,842426170673,heuristic/substr
8424261708570,842426170857,heuristic/substr
8424261706420,842426170642,heuristic/substr
8424261708260,842426170826,heuristic/substr
8424261707650,842426170765,heuristic/substr
8424261706110,842426170611,heuristic/substr
8424261798500,842426179850,heuristic/substr
8424261707960,842426170796,heuristic/substr
8424261705810,842426170581,heuristic/substr
8424261705290,842426170529,heuristic/substr
8188920138440,818892013844,heuristic/substr
8424261463710,842426146371,heuristic/substr
8126320111830,812632011183,heuristic/substr
8424261830930,842426183093,heuristic/substr
8424261833070,842426183307,heuristic/substr
8424261831230,842426183123,heuristic/substr
8424261832770,842426183277,heuristic/substr
8424261832150,842426183215,heuristic/substr
8188920165240,818892016524,heuristic/substr
8188920160360,818892016036,heuristic/substr
8424261488010,842426148801,heuristic/substr
8424261579570,842426157957,heuristic/substr
8424261539660,842426153966,heuristic/substr
8424261746020,842426174602,heuristic/substr
8424261745410,842426174541,heuristic/substr
8424261437380,842426143738,heuristic/substr
8188920166160,818892016616,heuristic/substr
8123190101400,812319010140,heuristic/substr
8123190108670,812319010867,heuristic/substr
8123190104780,812319010478,heuristic/substr
8123190103860,812319010386,heuristic/substr
8123190105600,812319010560,heuristic/substr
8123190105080,812319010508,heuristic/substr
8188920166850,818892016685,heuristic/substr
8123190104160,812319010416,heuristic/substr
8188920165550,818892016555,heuristic/substr
8123190108050,812319010805,heuristic/substr
8188920142540,818892014254,heuristic/substr
8123190172860,812319017286,heuristic/substr
8123190172550,812319017255,heuristic/substr
8424261676110,842426167611,heuristic/substr
8123190187190,812319018719,heuristic/substr
8424261815940,842426181594,heuristic/substr
8424261817470,842426181747,heuristic/substr
8424261815010,842426181501,heuristic/substr
8424261818080,842426181808,heuristic/substr
8424261817780,842426181778,heuristic/substr
8424261818390,842426181839,heuristic/substr
8424261644670,842426164467,heuristic/substr
8424261645280,842426164528,heuristic/substr
8424261644980,842426164498,heuristic/substr
8424261609330,842426160933,heuristic/substr
8424261609190,842426160919,heuristic/substr
8424261608890,842426160889,heuristic/substr
8424261608720,842426160872,heuristic/substr
8424261609020,842426160902,heuristic/substr
8424261609570,842426160957,heuristic/substr
8424261608960,842426160896,heuristic/substr
8424261608650,842426160865,heuristic/substr
8188920188250,818892018825,heuristic/substr
8188920187950,818892018795,heuristic/substr
8424261554960,842426155496,heuristic/substr
8424261553420,842426155342,heuristic/substr
8424261554030,842426155403,heuristic/substr
8424261553730,842426155373,heuristic/substr
8424261554340,842426155434,heuristic/substr
8424261554650,842426155465,heuristic/substr
8424261457700,842426145770,heuristic/substr
8424261639270,842426163927,heuristic/substr
8188920193960,818892019396,heuristic/substr
8424261515730,842426151573,heuristic/substr
8188920185280,818892018528,heuristic/substr
8424261653340,842426165334,heuristic/substr
8424261655180,842426165518,heuristic/substr
8424261655490,842426165549,heuristic/substr
8424261655700,842426165570,heuristic/substr
8424261654880,842426165488,heuristic/substr
8424261654570,842426165457,heuristic/substr
8424261654260,842426165426,heuristic/substr
8424261653960,842426165396,heuristic/substr
8424261653650,842426165365,heuristic/substr
8424261653030,842426165303,heuristic/substr
8424261652730,842426165273,heuristic/substr
8424261720590,842426172059,heuristic/substr
8424261714580,842426171458,heuristic/substr
8424261652110,842426165211,heuristic/substr
8424261652420,842426165242,heuristic/substr
8424261643750,842426164375,heuristic/substr
8424261443080,842426144308,heuristic/substr
8424261637430,842426163743,heuristic/substr
8188920146360,818892014636,heuristic/substr
8188920145750,818892014575,heuristic/substr
8424261626300,842426162630,heuristic/substr
8424261572090,842426157209,heuristic/substr
8424261572300,842426157230,heuristic/substr
8424261539040,842426153904,heuristic/substr
8424261572610,842426157261,heuristic/substr
8424261671610,842426167161,heuristic/substr
8424261671090,842426167109,heuristic/substr
8424261810820,842426181082,heuristic/substr
8424261671300,842426167130,heuristic/substr
8424261670790,842426167079,heuristic/substr
8424261811120,842426181112,heuristic/substr
8424261670170,842426167017,heuristic/substr
8424261668360,842426166836,heuristic/substr
8424261669800,842426166980,heuristic/substr
8424261669590,842426166959,heuristic/substr
8424261669280,842426166928,heuristic/substr
8424261668980,842426166898,heuristic/substr
8424261668670,842426166867,heuristic/substr
8188920109660,818892010966,heuristic/substr
8123190189480,812319018948,heuristic/substr
8424261651810,842426165181,heuristic/substr
8424261651500,842426165150,heuristic/substr
8424261640780,842426164078,heuristic/substr
8123190189620,812319018962,heuristic/substr
8424261676420,842426167642,heuristic/substr
4291710000000,429171,heuristic/substr
0421000104800,042100010480,heuristic/substr
4200710000000,420071,heuristic/substr
0421000205400,042100020540,heuristic/substr
0421000254080,042100025408,heuristic/substr
0421000205710,042100020571,heuristic/substr
4255310000000,425531,heuristic/substr
0421000122170,042100012217,heuristic/substr
4254410000000,425441,heuristic/substr
0420051400000,04200514,heuristic/substr
0428871600000,04288716,heuristic/substr
4287210000000,428721,heuristic/substr
0420671200000,04206712,heuristic/substr
4291110000000,429111,heuristic/substr
4289910000000,428991,heuristic/substr
4287410000000,428741,heuristic/substr
0421000112650,042100011265,heuristic/substr
0421000112340,042100011234,heuristic/substr
0421000113260,042100011326,heuristic/substr
6097920105580,609792010558,heuristic/substr
6097920106190,609792010619,heuristic/substr
6097920106020,609792010602,heuristic/substr
6097920105960,609792010596,heuristic/substr
6097920105890,609792010589,heuristic/substr
6097920105720,609792010572,heuristic/substr
6097920105650,609792010565,heuristic/substr
6097920093470,609792009347,heuristic/substr
6097920093850,609792009385,heuristic/substr
6097920093920,609792009392,heuristic/substr
6097920093540,609792009354,heuristic/substr
6097920093610,609792009361,heuristic/substr
6097920093780,609792009378,heuristic/substr
0402320327520,040232032752,heuristic/substr
0949227334430,094922733443,heuristic/substr
8559060074750,855906007475,heuristic/substr
8559060074990,855906007499,heuristic/substr
8559060070310,855906007031,heuristic/substr
8559060075360,855906007536,heuristic/substr
0408356407500,040835640750,heuristic/substr
0408356406820,040835640682,heuristic/substr
0408356405830,040835640583,heuristic/substr
8188920117580,818892011758,heuristic/substr
7531821365090,753182136509,heuristic/substr
7531821365160,753182136516,heuristic/substr
7673214241740,767321424174,heuristic/substr
6196830005200,619683000520,heuristic/substr
0317002348220,031700234822,heuristic/substr
0317002389810,031700238981,heuristic/substr
0317002352320,031700235232,heuristic/substr
0317002324150,031700232415,heuristic/substr
0317002333370,031700233337,heuristic/substr
0317002333200,031700233320,heuristic/substr
0317002324460,031700232446,heuristic/substr
0317002323780,031700232378,heuristic/substr
0317002323920,031700232392,heuristic/substr
0317002324390,031700232439,heuristic/substr
0317004203170,031700420317,heuristic/substr
0317004202700,031700420270,heuristic/substr
0317004202490,031700420249,heuristic/substr
0317004202560,031700420256,heuristic/substr
0317002366110,031700236611,heuristic/substr
0317002368400,031700236840,heuristic/substr
0317002366280,031700236628,heuristic/substr
0317002368640,031700236864,heuristic/substr
0317002366800,031700236680,heuristic/substr
0317002368570,031700236857,heuristic/substr
0317002362150,031700236215,heuristic/substr
0317002362770,031700236277,heuristic/substr
0317002362390,031700236239,heuristic/substr
0317002362220,031700236222,heuristic/substr
0317002362460,031700236246,heuristic/substr
0317002348600,031700234860,heuristic/substr
0317002362080,031700236208,heuristic/substr
0317002383250,031700238325,heuristic/substr
0317002347230,031700234723,heuristic/substr
