# AUTOMATED PURCHASE ORDER
# Supplier: ALTADIS U.S.A INC
# Generated: 2025-09-06 16:56:21
# Total Items: 9
# Total Quantity: 1,161.0
# Estimated Value: $38,895.91
# Critical Items: 1
# Urgent Items: 3
#
# ORDERING LOGIC:
# - CRITICAL: Out of stock (0 units)
# - URGENT: Less than 2 weeks of stock
# - LOW: Less than 4 weeks of stock
# - Suggested quantity = 6 weeks supply + 50% safety stock
#
Priority,SKU,Description,Category,Current Stock,Weeks of Stock,Weekly Movement,Suggested Order Qty,Est. Cost Per Unit,Est. Total Cost,Demand Trend,8-Week Profit,Days Since Last Order
CRITICAL,071610340329,DM 2/99 30/2CT ROYAL HAZE,CIGARS,-6,-12.0,0.5,5,$17.30,$86.50,STABLE,$26.92,3
URGENT,071610302808,BACKWOODS 5PK 8/5CT RUSS CREAM,CIGAR GA,93,1.8,51.2,462,$30.39,$14042.07,STABLE,$3193.90,3
URGENT,071610341357,BACKWOODS 20/2CT BUNDLE,CIGARS,3,0.3,9.0,81,$108.42,$8782.02,INCREASING,$2273.04,3
URGENT,071610301870,BACKWOODS 5PK 8/5CT HNY BERRY,CIGARS,9,1.9,4.8,43,$30.00,$1290.00,INCREASING,$296.02,3
LOW,071610341197,DM 2/1.29 30/2CT BERRY FUSION,CIGARS,89,3.8,23.6,213,$23.40,$4984.20,INCREASING,$1245.51,3
LOW,071610340565,BACKWOODS 5PK 8/5CT BANANA,CIGAR GA,44,2.7,16.2,147,$30.73,$4517.85,STABLE,$1012.70,3
LOW,071610495883,DM 3/$1.99 PALMA  20/3CT,CIGARS,27,2.1,13.0,117,$24.00,$2808.00,STABLE,$830.96,3
LOW,071610341166,DM 2/1.29 30/2CT SILVER FUSION,CIGARS,25,3.7,6.8,61,$23.40,$1427.40,DECREASING,$355.86,3
LOW,071610302730,BACKWOODS 5PK 8/5CT DRK STOUT ,CIGARS,12,3.4,3.5,32,$29.93,$957.87,STABLE,$218.12,3
