msa_customer_number,msa_shipping_number,msa_name,msa_address,msa_city,msa_state,pos_account_number,pos_name,match_type,confidence,weeks_active
47583221,0,SPEEDZONE SHELL,1720 MLK JR DR,ATLANTA,GA,4047583221,SPEEDZONE SHELL,exact_name,high,6
47614700,0,FUEL MART LLC/CHEVRON FOOD MART,1337 VIRGINIA AVE,EAST POINT,GA,4047614700,FUEL MART LLC/CHEVRON FOOD MART,exact_name,high,2
47621861,0,1270 AMOCO LLC,1270 CLEVELAND AVE,EAST POINT,GA,4047621861,1270 AMOCO LLC,exact_name,high,1
47676228,0,CHEVRON FOOD MART,2407 RIVERDALE RD,COLLEGE PARK,GA,7709511103,CHEVRON FOOD MART,exact_name,high,1
47860232,0,PETROKART LLC,5636 FULTON INDUSTRIAL BLVD SW,ATLANTA,GA,4047860232,PETROKART LLC,exact_name,high,3
47861176,0,EXPRESS,608 DEKALB INDUSTRIAL WAY,DECATUR,GA,4045091892,DDL MART INC,address,medium,3
47862055,0,PETRO MAX LLC,575 ERNEST BARETT PARKWAY,KENNESAW,GA,4047862055,PETRO MAX LLC,exact_name,high,2
47862238,0,ZAIN A LLC/SIDE DOOR LIQUOR,1579 W MCINTOSH RD,GRIFFIN,GA,4047862238,ZAIN A LLC/SIDE DOOR LIQUOR,exact_name,high,3
47927228,0,RIGHT STUFF FOOD MART,2656 DONALD LEE HOLLOWELL PKWY NW,ATLANTA,GA,4045498500,NOOR 45 LLC/HOP IN FOOD MART,address,medium,5
47946236,0,BIMS LIQUOR LLC,1015 W MARIETTA ST NW,ATLANTA,GA,4047946236,BIMS LIQUOR LLC,exact_name,high,2
47999069,0,ASHKAN INC/WESTLAKE FD MRT,1677 DONALD LEE HOLLOWELL PKWY,ATLANTA,GA,4045498500,NOOR 45 LLC/HOP IN FOOD MART,address,medium,1
48035230,0,VIHAAN 27 LLC,2102 CANDLER RD,DECATUR,GA,4048035230,VIHAAN 27 LLC,exact_name,high,3
48202741,0,BUFORD STORE INC,3416 BUFORD HWY NE,BROOKHAVEN,GA,4042280344,SA SUPERMERCADO AT 3310.LLC,address,medium,2
48393890,0,"A-SQUARE C. STORE, INC",1776 HIGHWAY 138 E,CONYERS,GA,6788065989,CONYERS TOBACCO,address,medium,1
48395339,0,PATRIOT PARTY STORE,6105 HIGHWAY 155 N,STOCKBRIDGE,GA,4048395339,PATRIOT PARTY STORE,exact_name,high,8
48454010,0,ROCK CHAPEL FOOD & GAS LLC shell,1898 ROCK CHAPEL ROAD,LITHONIA,GA,7704827458,"ROCK CHAPEL STOP/KARISHMA SAYURI,INC",address,medium,2
48555190,0,SIERRA ENTERPRISE INC,1290 VETERANS HWY,MABELTON,GA,7704855519,SIERRA ENTERPRISE INC,exact_name,high,5
48555201,0,GRANT PARK MARKET LLC,519 MEMORIAL DRIVE STE 4,ATLANTA,GA,4048555201,GRANT PARK MARKET LLC,exact_name,high,1
48637703,0,DOLLAR AND CONVENIENCE STORE,2790 NORTHEAST EXPRESS WAY,ATLANTA,GA,4048637703,DOLLAR AND CONVENIENCE STORE,exact_name,high,3
48723717,0,INDORE C STORE MART/CHEVRON,1025 N HIGHLAND AVE NE,ATLANTA,GA,4048723717,INDORE C STORE MART/CHEVRON,exact_name,high,3
48733547,0,BOULEVARD CONVENIENCE INC,356 BOULEVARD NE,ATLANTA,GA,4048733547,BOULEVARD CONVENIENCE INC,exact_name,high,8
48747875,0,PETROZONE LLC/10TH ST CHEVRON,970 SPRING STREET NW,ATLANTA,GA,4048747875,SPRINGS STREET CHEVRON/PETROZONE,address,medium,2
48760576,0,BIGHIT BJ LLC,785 ARGONNE AVE NE,ATLANTA,GA,4048760576,BIGHIT BJ LLC/L&M SERVICE MARKET,address,medium,1
48833142,0,BROADWAY 786 CHEVRON,1860 MEMORIAL DR SE,ATLANTA,GA,4048833142,BROADWAY 786 CHEVRON,exact_name,high,6
48851682,0,BOULEVARD LOTTO & GROCERY,371 BOULEVARD NE,ATLANTA,GA,4048851682,BOULEVARD LOTTO & GROCERY,exact_name,high,3
48987860,0,1 ANDYS WHOLESALE INC,5955 STEWARTS PKWY,DOUGLASVILLE,GA,7704898786,ANDYS WHOLESALE INC,fuzzy_name,medium,2
49182800,0,HIRAM FOOD MART,3606 ATLANTA HWY,HIRAM,GA,4049182800,HIRAM FOOD MART,exact_name,high,7
49291965,0,SWIFT STOP INC,2077 N DECATUR RD,DECATUR,GA,4042541717,DECATUR FOOD MART,address,medium,1
49299100,0,A MUSTAFA INC./PHILLIPS  66,2929 LAWRENCEVILLE HWY,TUCKER,GA,7704929910,A MUSTAFA INC./PHILLIPS  66,exact_name,high,8
49315122,0,SUNNYSIDE COUNTRY STORE,3108 CREST HWY,THOMASTAN,GA,4049315122,SUNNYSIDE COUNTRY STORE,exact_name,high,1
49352145,0,101 DISTRIBUTORS GA LLC,4721 LEWIS ROAD,STONE MOUNTAIN,GA,4049352145,101 DISTRIBUTORS GA LLC,exact_name,high,2
49368787,0,MSK 24/7 CORPORATION,2223 CANDLER RD,DECATUR,GA,4049368787,MSK 24/7 CORPORATION,exact_name,high,4
49374400,0,FARZEEN ENTERPRISES INC,3988 LAWRENCVILLE HWY,TUCKER,GA,4047860536,AMRIN ENTERPRISES INC,fuzzy_name,medium,4
49487394,0,FEROZ BARDAI,"2588 DECATUR VILLAGE DR,APT 1317",DECATUR,GA,4049487394,FEROZ BARDAI,exact_name,high,1
49608883,0,MD STORE LLC,812 RALPHDAVID ABERNATHY BLVD SW,ATLANTA,GA,4049608883,MD STORE LLC,exact_name,high,6
49632840,0,LAKEWOOD FOOD MART,184 MCDONOUGH BLVD SE,ATLANTA,GA,4049632840,LAKEWOOD FOOD MART,exact_name,high,1
49635005,0,STOP & SAVE GROUP LLC,935 N INDIAN CREEK DR,CLARKSTON,GA,4049635005,STOP & SAVE GROUP LLC,exact_name,high,8
49635448,0,SEBLI ETHOPIAN RESTAURANT &.,4995 MEMORIAL DR,STONE MTN,GA,4049635448,SEBLI ETHOPIAN RESTAURANT & LOUNGE,fuzzy_name,medium,1
49637712,0,COMPROMISE K/MINIT MART/CITGO,3436 E PONCE DE LEON AVE,SCOTTDALE,GA,4042923231,SCOTTDALE LLC,address,medium,1
49637929,0,AMBE POOJA LLC /QUICK STOP,5295 MEMORIAL DR,STONE MOUNTAIN,GA,2016588290,FINE LINE INC,address,medium,8
49649847,0,B AND E FOOD MART LLC,1097 HOLLYWOOD RD NW,ATLANTA,GA,4046008993,B AND E FOOD MART LLC,exact_name,high,6
49753979,0,PUFF COMPANY LLC,2760 E COLLEGE AVENUE,DECATUR,GA,4049753979,PUFF COMPANY LLC,exact_name,high,5
49880277,0,LENNY SERG INC,4712 MEMORIAL DR,DECATUR,GA,4049880277,LENNY SERG INC,exact_name,high,4
49887144,0,T SOLUTION AT ATLANTA LLC,"1955 CAMPBELLTON RD SW, STE A",ATLANTA,GA,4049887144,T SOLUTION AT ATLANTA LLC,exact_name,high,7
49898698,0,AAP EATONTON INC,204 E SUMTER ST,EATONTON,GA,4049898698,AAP EATONTON INC/SHELL EATONTON MART,address,medium,3
49929334,0,OM SAI INVESTMENT LLC,1406 JACKSON TRAIL RD,JEFFERSON,GA,4049929334,OM SAI INVESTMENT LLC,exact_name,high,4
49930475,0,RN FOOD AND GAS INC,722 HARBINS RD NW STE B,LILBURN,GA,4049930475,RN FOOD AND GAS INC,exact_name,high,1
50432000,0,ELAN CONVENIENCE & GAS LLC,412 W 3RD ST,JACKSON,GA,7705043200,ELAN CONVENIENCE & GAS LLC,exact_name,high,8
50676960,0,KUSHI ALL INC,630 FAIRVIEW RD,STOCKBRIDGE,GA,7705067696,KUSHI ALI INC,fuzzy_name,medium,8
51283300,0,PETRO AVE LLC/ BP DUNWOODY,5418 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,7705128330,PETRO AVE LLC/ BP DUNWOODY,exact_name,high,8
51458880,0,NADIA III LLC,3605 LAWRENCEVILLE HWY,TUCKER,GA,4704030240,DISCOUNT GROCERY STORE,address,medium,4
52409869,0,APNA WHOLESALE,"3821 LORNA ROAD, SUITE 107",HOOVER,AL,2052409869,APNA WHOLESALE,exact_name,high,1
53448570,0,GRAY FOOD MART LLC,2810 GRAY HWY,MACON,GA,4705344857,GRAY FOOD MART LLC,exact_name,high,7
53632040,0,JASMINE OIL COMPANY INC,2415 OLD CORNELLA HWY,GAINSVILLE,GA,7705363204,ARISHA CHEVRON INC,address,medium,8
54526210,0,SHANAYA LITHONIA INC,2487 STONE MOUNTAIN LITHONIA RD,LITHONIA,GA,4705452621,SHANAYA LITHONIA INC / LITHONIA FOOD MART,address,medium,3
54677340,0,2743 FOOD MART LLC,2743 MT ZION PKWY,JONESBORO,GA,4705467734,2743 FOOD MART LLC,exact_name,high,1
55461140,0,5141 FOOD MART INC,5141 HIGHWAY 81,LOGANVILLE,GA,7705546114,5141 FOOD MART INC,exact_name,high,2
55818760,0,2120 DULUTH MANAGEMENT LLC,2120 DULUTH HIGHWAY 120,DULUTH,GA,7705581876,2120 DULUTH MANAGEMENT LLC,exact_name,high,1
55831960,0,LAXMI 3283 LLC,3283 CENTERVILLE HWY,SNELLVILLE,GA,7705583196,LAXMI 3283 LLC,exact_name,high,4
55861770,0,FAM MART LLC,1900 SECOND AVE,DECATUR,GA,4705586177,FAM MART LLC,exact_name,high,5
55914170,0,CHEVRON FOOD MART,4400 SNAPFINGER WOODS,DECATUR,GA,7709511103,CHEVRON FOOD MART,exact_name,high,8
55942470,0,DULUTH GROUP USA INC,"4601 SATELLITE BLVD, ST 8",DULUTH,GA,7705594247,STOP N SAVE/DULUTH GROUP USA INC,address,medium,4
56373144,0,ALL IN ONE WHOLESALE/ARHAN LLC,2111 OLD MONTGOMERY HWY,PELHAM,AL,2056373144,ALL IN ONE WHOLESALE/ARHAN LLC,exact_name,high,2
56530660,0,AAP SANDY INC SHELL FOOD MART,2715 SANDY PLAINS ROAD,MARIETTA,GA,7705653066,AAP SANDY INC SHELL FOOD MART,exact_name,high,5
56840900,0,NAVEED FOODMART LLC,6121 JONESBORO RD,MORROW,GA,7705684090,6121 CITGO MART LLC,address,medium,5
57649461,0,4324 QM LLC/BP FOOD STORE,4324 SHALLOWFORD RD,MARIETTA,GA,3057649461,4324 QM LLC/BP FOOD STORE,exact_name,high,1
58098820,0,LALANI 786786 INC,2274 SALEM RD SE STE 104,CONYERS,GA,7705809882,LALANI 786786 INC,exact_name,high,1
59009720,0,RELIANCE GROUP INC,1727 MARS HILL ROAD,ACWORTH,GA,7705900972,ACWORTH CHEVRON/RELIANCE GROUP INC,address,medium,2
59097326,0,CHESHIRE OPS LLC,2319 CHESHIRE BRIDGE RD NE,ATLANTA,GA,2059097326,AAA 2317 INC,address,medium,4
59479170,0,AAP FULTON INC,5955 FULTON INDUSTRIAL BLVD SW,ATLANTA,GA,9405947917,AAP FULTON INC,exact_name,high,2
59679668,0,MARATHON,2840 RIVERSIDE DR,MACON,GA,X3059679668X,MARATHON,exact_name,high,3
62094515,0,BP GAS STATION,3834 GA-365,ALTO,GA,7862094515,3834 ALTO INC/BP GAS STATION,address,medium,8
62094516,0,ARUSHA SHELL INC,41 BIG HORN DR,DOWSONVILLE,GA,7862094516,ARISHA SHELL INC,fuzzy_name,medium,7
62454770,0,DIXIE DAL BP,2922 WEST MAIN STREET,RIYSTON,GA,7062454770,DIXIE DAL BP,exact_name,high,1
62888555,0,REDAN ROAD LLC / FOOD MART,5616 REDAN RD STE A`,STONE MOUNTAIN,GA,5162888555,5616 PANOLA LLC / FOOD MART,address,medium,5
62989054,0,PJS PACKAGING LLC,7455 SWIFT ST,LITHONIA,GA,5162989054,PJ'S PACKAGING LLC,fuzzy_name,medium,2
63182614,0,DEKALB FOOD MART LLC,763 DEKALB INDUSTRIAL WAY STE B,DECATUR,GA,7863182614,DEKALB FOOD MART LLC,exact_name,high,4
63182691,0,VALLEY HILL TEXACO,626 VALLEY HILL RD SW,RIVERDALE,GA,6463182691,VALLEY HILL TEXACO,exact_name,high,3
63202300,0,TYRONE B.P,994 TRYONE ROAD,TYRONE,GA,7706320230,TYRONE B.P,exact_name,high,8
63424030,0,EZ20 INVESTMENTS,1740 SEVEN ISLANDS RD,BUCKHEAD,GA,7063424030,EZ20 INVESTMENTS LLC,fuzzy_name,medium,1
65694488,0,PACES FERRY SHELL,1313 WEST PACES RD,ATLANTA,GA,7865694488,PACES FERRY SHELL,exact_name,high,1
65743280,0,J&J FAMILY USA LLC,"3230 STEVE REYNOLDS BLVD,STE 114",DULUTH,GA,4706574328,J&J FAMILY USA LLC/SOONI AND TOMMI,address,medium,1
65981471,0,2898 QUICKMART LLC,2898 CLAIRMONT ROAD,ATLANTA,GA,7865981471,2898 QUICKMART LLC,exact_name,high,3
66085676,0,SQUARE 3 INVESTMENT INC,5754 COVINGTON HWY,DECATUR,GA,XX7866085676,SQUARE 3 INVESTMENT INC,exact_name,high,4
66242830,0,CDP USA LLC,1531 DEWS POND RD SE,CALHOUN,GA,7066242830,CDP USA LLC,exact_name,high,7
66407850,0,BP HAYNESBRIDGE,9915 HAYNESBRIDGE RD,ALPHARETTA,GA,7706640785,BP HAYNESBRIDGE,exact_name,high,6
66418767,0,JASMIN JODECO INC,3279 JODECO RD,MCDONOUGH,GA,7866418767,JASMIN JODECO INC,exact_name,high,5
66426853,0,RJM 145 INC,145 N DUGGER AVE,ROBERTA,GA,7866426853,RJM 145 INC,exact_name,high,7
66745433,0,COVINGTON STORE PRIME LLC,1814 HIGHWAY 11 S,CONVINGTON,GA,7866745433,COVINGTON STORE PRIME LLC ,exact_name,high,5
66831043,0,DUNWOODY CHEVRON,5465 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,6466831043,DUNWOODY CHEVRON,exact_name,high,7
67572152,0,SPEEDE STOP / SAGS BLESSINGS INC,195 GWINNETT DR STE A,LAWRENCEVILLE,GA,7867572152,SPEEDE STOP / SAGS BLESSINGS INC,exact_name,high,1
67747776,0,SARBIN INC,2315 GLENWOOD AVE SE,ATLANTA,GA,7867747776,SARBIN INC,exact_name,high,2
68145526,0,EZ STOP & SHOP/2160 MARKET LLC,2160 MARTIN LUTHER KING JR BLVD,AUGUSTA,GA,7068145526,EZ STOP & SHOP/2160 MARKET LLC,exact_name,high,6
68450033,0,DANIEL FOOD MART/SHAKIR,512 DANIEL ST,LA GRANGE,GA,7068450033,DANIEL FOOD MART/SHAKIR,exact_name,high,3
68465276,0,NIMI 100 INC,154 FLINT HILL HWY,SHILOH,GA,7068465276,NIMI 100 INC,exact_name,high,4
68481969,0,5401 COVINGTON HWY INC,5401 COVINGTON HWY,DECATUR,GA,7868481969,5401 COVINGTON HWY INC,exact_name,high,8
68507208,0,MOMIN A & R LLC,151 NELLIE B AVE,ATHENS,GA,7068507208,MOMIN A & R LLC,exact_name,high,5
68571524,0,4375 HIGH TECH INC,4375 HIGHWAY 27,SUMMERVILLE,GA,7068571524,HIGHTECH 2022 LLC,address,medium,2
69315480,0,MALIKA 1987 INC,1600 HIRAM DOUGLASVILLE HWY,HIRAM,GA,7706931548,MALIKA 1987 INC,exact_name,high,1
69381065,0,TAHEERA INVESTMENT LLC,204 E WALKER ST,THOMSTON,GA,7069381065,TAHEERA INVESTMENT LLC,exact_name,high,4
69422879,0,YOUR 828 MCDONOUGH GROCERY STORE,828 MCDONOUGH BLVD SE,ATLANTA,GA,7869422879,"YOUR 828 MCDONOUGH GROCERY STORE,LLC",fuzzy_name,medium,5
69638820,0,BP CONYERS LLC,4565 GA 20 SE,CONYERS,GA,7706963882,MAGNET MARKET/4565 BP FOOD MART LLC,address,medium,8
69915082,0,AAP PACKAGE INC,204A E SUMTER ST,EATONTON,GA,4049898698,AAP EATONTON INC/SHELL EATONTON MART,address,medium,4
70381350,0,CGLB CORPORATION,6288 GEORGIA HWY 85,RIVERDALE,GA,7707038135,CGLB CORPORATION,exact_name,high,2
71043120,0,ROCKDALE MART LLC,"405 SIGMAN RD NW, STE B",CONYERS,GA,2107104312,ROCKDALE MART LLC,exact_name,high,7
71762150,0,KING & KING INVESTMENT INC,4840 JIMMY CARTER BLVD,NORCROSS,GA,2054529239,GLOBAL PAAN (KIOSK 01),address,medium,5
71914300,0,76 FOOD MART,4556 E PONCE DE LEON AVE,CLARKSTON,GA,4707191430,76 FOOD MART,exact_name,high,4
72465000,0,FRESH FOOD TOWN LLC,4604 E PONCE DE LEON AVE,CLARKSTON,GA,7707246500,FRESH FOOD TOWN LLC,exact_name,high,1
72811880,0,COVINGTON PACKAGE LLC,6138 JACKSON HWY,CONVINGTON,GA,7707281188,COVINGTON PACKAGE LLC,exact_name,high,8
73965490,0,FLATSHOALS USA INC,873 VETERANS MEMORIAL HWY SE,MEBLETON,GA,7707396549,MABLETON USA INC/SHELL FOOD MART,address,medium,7
74009990,0,ARYANA IMPORTERS & WHOLESALERS,2063 MOUNTAIN INDUSTRIAL BLVD,TUCKER,GA,4707400999,ARYANA IMPORTERS & WHOLESALERS,exact_name,high,1
74406704,0,BROOKWOOD 13 INC,1314 BROOKWOOD AVE,JACKSON,GA,3474406704,BROOKWOOD 13 INC,exact_name,high,6
74868750,0,SHAMROCK FOODMART,724  S MAIN ST,CEDARTOWN,GA,6789011222,ELIS MINI MART LLC,address,medium,6
75013928,0,TWP1 USA LLC,5195 TOWNE LAKE PKWY,WOODSTOCK,GA,8175013928,TWP1 USA LLC,exact_name,high,3
75368606,0,288 RIZ ATLANTA INC,"288 RALPH DAVID ABERNATHY,BLVD SW",ATLANTA,GA,2675368606,288 RIZ ATLANTA INC,exact_name,high,4
75383352,0,MONROE EXTRAMILE INC,1865 HIGHWAY 138,MONROE,GA,3475383352,MONROE EXTRAMILE INC,exact_name,high,4
75733790,0,CITGO/ROCKBRIDE,4420 ROCKBRIDGE RD,ROCKBRIDGE,GA,4704185245,CITGO/ROCKBRIDE,exact_name,high,1
76092320,0,ARIANA DE LA MORELIANA LLC,1370 GA 138,CONYERS,GA,7707609232,ARIANA DE LA MORELIANA LLC,exact_name,high,1
77403030,0,F & S BLESSINGS INC,7745 SPENCE RD,FAIRBURN,GA,7707740303,FAIRBURN BLESSINGS LLC/SHELL FOOD MART,address,medium,7
77800290,0,RNN FOOD & GAS INC.,SHELL EXPRESS - 2370 SPRING RD NE,SMYRNA,GA,4049930475,RN FOOD AND GAS INC,fuzzy_name,medium,1
77867710,0,BROWNSMILL ENTERPRISES CORP,3546 PANOLA RD,LITHONIA,GA,7709871868,BROWNSMILL ENTERPRISES CORP,exact_name,high,7
78595000,0,Z & F GASOLINE TEXACO FOOD MART,1410 KLONDIKE ROAD SUITE F,CONYERS,GA,7707859500,Z & F GASOLINE TEXACO FOOD MART,exact_name,high,4
78878230,0,TOP SHOP/TAJ,53 A HWY 81,COVINGTON,GA,7707887823,TOP SHOP/TAJ,exact_name,high,2
78880550,0,LA FONTANA INC/ BP          I,2106 PACE STREET,COVINGTON,GA,7707888055,LA FONTANA INC/ AAP PACE INC,address,medium,7
80546000,0,NEPAL INVESTMENT INC,2691 S COBB DR SE,SMYRNA,GA,7708054600,NEPAL INVESTMENT INC,exact_name,high,5
80683810,0,601 BREMEN MANAGEMENT LLC,601 ALABAMA AVE S,BREMEN,GA,4708068381,601 BREMEN MANAGEMENT LLC/BREMEN MART,address,medium,6
80690330,0,FFS3 USA LLC,5414 FIVE FORKS TRICKUM,LILBURN,GA,4043849885,MNC SHOPS LLC,address,medium,2
81914110,0,SIX FLAG AMOCO/ARA,124 SIX FLAG PKWY,AUSTELL,GA,7708191411,ENDLESS GROUP INC,address,medium,3
82157334,0,COVINGTON FOOD MART,5485 HIGHWAY 81,COVINGTON,GA,4045092623,CANTON FOOD MART,fuzzy_name,medium,8
82314282,0,NATIONAL TABACCO COMPANY LP,350 EMERSON PL,UNIONDALE,GA,6782314282,NATIONAL TABACCO COMPANY LP,exact_name,high,6
82400051,0,BUSY FOOD MART,635 EAST MACCARTY ST,SANDERSVILLE,GA,2562347313,BLUE SKY FOOD MART,fuzzy_name,medium,1
82428275,0,HOT BOX / AJSF SMOKLE LLC,195 GWINETT DR STE B,LAWRENCEVILLE,GA,6782428275,HOT BOX / ON THE CLOUD INC,address,medium,4
82575244,0,BOWDON MANAGEMENT LLC,133 WEDOWEE ST,BOWDON,GA,6782575244,BOWDON MANAGEMENT LLC,exact_name,high,8
82591322,0,MAIRA INVESTMENT LLC,1179 EISENHOWER PKWY,MACON,GA,4782591322,MAIRA INVESTMENT LLC,exact_name,high,1
82712443,0,DIAMOND JUBILEE 6720 INC,6720 MPUNT ZION BLVD,MORROW,GA,6784226313,MERIEM LLC,address,medium,5
82896005,0,GLOBAL USA LLC,1396 FAIRVIEW ROAD,STOCKBRIDGE,GA,7708986654,ASK GLOBAL USA LLC,fuzzy_name,medium,8
82950014,0,3041 S&A LLC/QUICKSTOP,3041 N COLUMBIA ST,MILLEDGEVILLE,GA,4782950014,3041 S&A LLC/QUICKSTOP,exact_name,high,2
83030178,0,EB MARKET LLC,"501 E BOUNDARY, UNIT C",AUGUSTA,GA,4783030178,EB MARKET LLC/EB FOOD MART,address,medium,1
83206640,0,HARAYANA LLC,1101 ALABAMA ST,CARROLLTON,GA,7708320664,HARYANA LLC,fuzzy_name,medium,2
83294407,0,INAAYA INVESTMENTS INC,4943 EAST HIHGWAY 16,TURIN,GA,4704405525,RIYA INVESTMENT INC,fuzzy_name,medium,5
83308640,0,1888 ENTERPRISES LLC,2100 METROPILITAN PK WY SW,ATLANTA,GA,6783308640,1888 ENTERPRISES LLC,exact_name,high,7
83429600,0,BONDS BP/ALVEEZ INTRNATIONAL INC,8145 WAHNGTON ST,COVINGTON,GA,6783429600,BONDS BP/ALVEEZ INTERNATIONAL INC,fuzzy_name,medium,1
83536181,0,SAI POOJA 11 LLC,5072 BUFORD HWY NE,DORAVILLE,GA,6783536181,SAI POOJA 11 LLC,exact_name,high,1
83726250,0,NAMASTE PHARMACY LLC,426 KINGS TROOP RD,STONEMOUNTAIN,GA,7708372625,NAMASTE PHARMACY LLC,exact_name,high,1
83733790,0,WINE & LIQUOR EMPORIUM,7184 ROCKBRIDGE RD,STONE MTN,GA,7708373379,WINE & LIQUOR EMPORIUM,exact_name,high,2
83865618,0,GAS ZONE INC,4485 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,6783865618,GAS ZONE INC,exact_name,high,3
83893710,0,BP EATONTON LLC,207 E SUMTER ST,EATONTON,GA,4708389371,BP EATONTON LLC,exact_name,high,1
83947930,0,HALLMART LLLP,1705 CLEVELAND HWY STE 1F,GAINSVILLE,GA,6783947930,HALLMART LLLP,exact_name,high,1
84185501,0,"SHREE SAT KEVAL,INC/CHEVRON IB",5995 COVINGTON HWY,DECATUR,GA,6784185501,"SHREE SAT KEVAL,INC/CHEVRON IB",exact_name,high,4
84188828,0,SNAPFINGER USA INC,3316 SNAPFINGER RD,LITHONIA,GA,6784188828,SNAPFINGER USA INC,exact_name,high,4
84222858,0,IQRA 1 ENTERPRISES INC,2684 REX RD,ELLENWOOD,GA,6784222858,IQRA 1 ENTERPRISES INC,exact_name,high,1
84318144,0,ALPHARETTA CONVENIENCE INC,1275 ALPHARETTA ST,ROSWELL,GA,6784318144,ALPHARETTA CONVENIENCE INC/BEST CONVENIENCE STORE,address,medium,1
84635564,0,CHEVRON GAS STATION,1946 ROSWELL RD,MARIETTA,GA,6784635564,CHEVRON GAS STATION,exact_name,high,3
84693695,0,ASHAR ENTERPRISES,4605 GLENWOOD RD,DECATUR,GA,6784693695,ASHAR ENTERPRISES,exact_name,high,7
84771667,0,ROYAL TOBACCO LLC,2050 CHAMBLEE TUCKER RD,CHAMBLEE,GA,6784771667,ROYAL TOBACCO LLC,exact_name,high,2
84795745,0,TONY ENTERPRISES USA INC,336 HIGHWAY 138 SW,RIVERDALE,GA,4707757811,MARKET SQUARE CONVENIENCE INC,address,medium,6
85045129,0,SIX FLAGS 860 USA LLX,860 SIX FLAGS RD,AUSTELL,GA,6785045129,SIX FLAGS 860 USA LLC,fuzzy_name,medium,6
85111220,0,GLOBAL WHOLESALE,751 DEKALB INDUSTRIAL WAY,DECATUR,GA,4708511122,GLOBAL WHOLESALE,exact_name,high,1
85150816,0,SHAH FOOD LLC,4183 THURMAN RD STE B,FOREST PARK,GA,6785150816,SHAH FOOD LLC,exact_name,high,1
85465580,0,KGN INTERNATIONAL LLC,2672 E HIGHWAY 5,CARROLLTON,GA,4045002925,AA INTERNATIONAL LLC,fuzzy_name,medium,8
85679431,0,KK FOOD MART / BP FOOD MART,3930 AUSTELL POWDER SPRINGS RD,POWDER SPRINGS,GA,6785679431,KK SONS USA INC,address,medium,8
85747818,0,WHOLESALE EXPRESS,322 NORTH POINT PKWY SE SUITE H & J,ACWORTH,GA,6785747818,WHOLESALE EXPRESS,exact_name,high,2
85875959,0,FIVE FORKS FOOD MART,1205 FIVE FORK TRICKUM RD SW,LAWRENCEVILLE,GA,4048492330,HOOKAH ZONE INC,address,medium,3
86436331,0,MADISON CHEVRON,1990 EATONTON RD,MADISON,GA,6786436331,MADISON CHEVRON,exact_name,high,3
86586435,0,COVINGTON BUSINESS LLC,8108 WASHINGTON ST SW,COVINGTON,GA,6786586435,COVINGTON BUSINESS LLC,exact_name,high,1
86642489,0,MS DEEP LLC/MINI FOOD MART,942 ALABAMA STREET,CARROLLTON,GA,6786642489,MS DEEP LLC/MINI FOOD MART,exact_name,high,5
87011027,0,NEXTDAY WHOLESALE LLC,2605 MOUNTAIN INDUSTRIAL BLVD STE 4,TUCKER,GA,6787011027,NEXTDAY WHOLESALE LLC,exact_name,high,3
87055009,0,SHIRIN GAS INC/GLENWOOD FD MART,1865 GLENWOOD AVE SE,ATLANTA,GA,2067796542,2371 QM LLC,address,medium,3
87096225,0,MR SINGH FOOD & GAS LLC,526 FLINT RIVER ROAD,JONESBORO,GA,6787096225,MR SINGH FOOD & GAS LLC,exact_name,high,6
87481671,0,5540 FOOD MART LLC,5540 JONESBORO RD,LAKECITY,GA,7704352278,H5 FOOD MART LLC,fuzzy_name,medium,5
87570170,0,CH1 USA LLC,6918 CLEVELAND HWY,CLERMONT,GA,4708757017,CH1 USA LLC,exact_name,high,2
87684444,0,BP FOOD MART,2781 E COLLEGE AVE,DECATUR,GA,7709770318,BP FOOD MART,exact_name,high,8
87700162,0,FOOD MART CONVENIENCE STORE,7173 COVINGTON HWY STE E 15,LITHONIA,GA,6787700162,FOOD MART CONVENIENCE STORE/SN24/7 CORPORATION,address,medium,5
87709042,0,WASHINGTON PRIME LLC/SHELL GAS,8109 WASHINGTON ST S/W,COVINGTON,GA,6786586435,COVINGTON BUSINESS LLC,address,medium,3
87868930,0,LOCUST USA INC,602 PEEKSVILLE RD,LOCUST GROVE,GA,4708786893,SHAYAAN INVESTMENTS INC,address,medium,3
87870089,0,AK MART INC/ 76 PETROLEUM,1885 JONESBORO RD SE,ATLANTA,GA,4042687658,DOLLAR FOOD MART,address,medium,4
87996660,0,FARES WELL ENTP INC/CITGO/GRA,1452 NORTH HAIRSTON RD,STONE MOUNTAIN,GA,7708799666,FARES WELL ENTP INC/CITGO/GRA,exact_name,high,1
88065925,0,HANUMAN FOOD MART,3259 SALEM RD,COVINGTON,GA,6788065925,HANUMAN FOOD MART,exact_name,high,7
88232336,0,101 BP FOOD MART INC,101 MAYS RD SE,MILLEDGEVILLE,GA,6788232336,101 BP FOOD MART INC,exact_name,high,3
88345570,0,FR1 USA LLC,181 FAIRVIEW RD,ELLENWOOD,GA,6788345570,FR1 USA LLC,exact_name,high,8
88405013,0,MIRROR LAKE MART LLC,9600 CONNERS RD,VILLA RICA,GA,6788405013,9600 QUICKMART LLC,address,medium,5
