msa_customer_number,msa_shipping_number,msa_name,msa_address,msa_city,msa_state,msa_phone,pos_account_number,pos_name,match_type,confidence,matched_key,weeks_active
47481296,0,TEXACO GILLANI VENTURES,4544 GLENWOOD ROAD,DECATUR,GA,,4047481296,TEXACO GILLANI VENTURES LLC 3,account_key,high,47481296,2
47518388,0,420 FAIRVIEW INC/ BP FOODMART,420 FAIRVIEW RD,STOCKBRIDGDE,GA,,4047518388,420 FAIRVIEW INC/ BP FOODMART,account_key,high,47518388,2
47518838,0,420 FAIRVIEW INC,420 FAIRVIEW RD,STOCKBRIDGDE,GA,,4047518838,2944 QM LLC,account_key,high,47518838,4
47531714,0,CASCADE CHEVRON USA,1072 CASCADE RD SW,ATLANTA,GA,,4047531714,CASCADE FOOD MART / ANMOL ENT. USA INC.,account_key,high,47531714,2
47532006,0,BEST FOOD MART,2200 CAMPBELLTON RD SW STE A-B,ATLANTA,GA,,4047532006,BEST FOOD MART,account_key,high,47532006,7
47550274,0,ARMAN FOOD MART LLC,1469 CAMPBELLTON RD SW STE B,ATLANTA,GA,,4047550274,MARATON FOOD MART,account_key,high,47550274,3
47556300,0,"BANGLA UNITED,LLC",1163 METROPOLITAN PKWY SW,ATLANTA,GA,,4047556300,MIDWAY EXXON INC ,account_key,high,47556300,8
47562977,0,YASMAGY LLC,3445 COVINGTON DR,DECATUR,GA,,7047562977,YASMAGY LLC,account_key,high,47562977,7
47577470,0,TOP SHELF LIQUORS/BLW ENTS INC,12872 HIGHWAY 9 N STE 150,ALPHARETA,GA,,7704757747,TOP SHELF LIQUORS/BLW ENTS INC,account_key,high,47577470,2
47582529,0,LI PACKAGE STORE,1061 LEE STREET SW,ATLANTA,GA,,4047582529 ,LI PACKAGE STORE ,account_key,high,47582529,7
47583221,0,SPEEDZONE SHELL,1720 MLK JR DR,ATLANTA,GA,,4047583221,SPEEDZONE SHELL,account_key,high,47583221,6
47614700,0,FUEL MART LLC/CHEVRON FOOD MART,1337 VIRGINIA AVE,EAST POINT,GA,,4047614700,FUEL MART LLC/CHEVRON FOOD MART,account_key,high,47614700,2
47621861,0,1270 AMOCO LLC,1270 CLEVELAND AVE,EAST POINT,GA,,4047621861,1270 AMOCO LLC,account_key,high,47621861,1
47658435,0,MAIN STREET CHEVRON,3537 MAIN ST,COLLEGE PARK,GA,,4047658435,3537 MAIN STREET GROUP INC,account_key,high,47658435,3
47676228,0,CHEVRON FOOD MART,2407 RIVERDALE RD,COLLEGE PARK,GA,,4047676228,CHEVRON FOOD MART/SNM CORPORATION INC,account_key,high,47676228,1
47860232,0,PETROKART LLC,5636 FULTON INDUSTRIAL BLVD SW,ATLANTA,GA,,4047860232,PETROKART LLC,account_key,high,47860232,3
47861176,0,EXPRESS,608 DEKALB INDUSTRIAL WAY,DECATUR,GA,,4047861176,SMT DISTRIBUTORS INC,account_key,high,47861176,3
47862055,0,PETRO MAX LLC,575 ERNEST BARETT PARKWAY,KENNESAW,GA,,4047862055,PETRO MAX LLC,account_key,high,47862055,2
47862238,0,ZAIN A LLC/SIDE DOOR LIQUOR,1579 W MCINTOSH RD,GRIFFIN,GA,,4047862238,ZAIN A LLC/SIDE DOOR LIQUOR,account_key,high,47862238,3
47927228,0,RIGHT STUFF FOOD MART,2656 DONALD LEE HOLLOWELL PKWY NW,ATLANTA,GA,,4047927228,TASNOVA LLC/ CHEVRON FOOD MART,account_key,high,47927228,5
47946236,0,BIMS LIQUOR LLC,1015 W MARIETTA ST NW,ATLANTA,GA,,4047946236,BIMS LIQUOR LLC,account_key,high,47946236,2
47999069,0,ASHKAN INC/WESTLAKE FD MRT,1677 DONALD LEE HOLLOWELL PKWY,ATLANTA,GA,,4047999069,WESTLAKE FOOD MART,account_key,high,47999069,1
48035230,0,VIHAAN 27 LLC,2102 CANDLER RD,DECATUR,GA,,4048035230,VIHAAN 27 LLC,account_key,high,48035230,3
48202741,0,BUFORD STORE INC,3416 BUFORD HWY NE,BROOKHAVEN,GA,,4048202741,BUFORD 3416 LLC,account_key,high,48202741,2
48393890,0,"A-SQUARE C. STORE, INC",1776 HIGHWAY 138 E,CONYERS,GA,,7704839389,CHEVRON STATION # 767,account_key,high,48393890,1
48395339,0,PATRIOT PARTY STORE,6105 HIGHWAY 155 N,STOCKBRIDGE,GA,,4048395339,PATRIOT PARTY STORE,account_key,high,48395339,8
48454010,0,ROCK CHAPEL FOOD & GAS LLC shell,1898 ROCK CHAPEL ROAD,LITHONIA,GA,,7704845401,SHENAZ INVESTMENT INC,account_key,high,48454010,2
48555190,0,SIERRA ENTERPRISE INC,1290 VETERANS HWY,MABELTON,GA,,7704855519,SIERRA ENTERPRISE INC,account_key,high,48555190,5
48555201,0,GRANT PARK MARKET LLC,519 MEMORIAL DRIVE STE 4,ATLANTA,GA,,4048555201,GRANT PARK MARKET LLC,account_key,high,48555201,1
48637703,0,DOLLAR AND CONVENIENCE STORE,2790 NORTHEAST EXPRESS WAY,ATLANTA,GA,,4048637703,DOLLAR AND CONVENIENCE STORE,account_key,high,48637703,3
48723717,0,INDORE C STORE MART/CHEVRON,1025 N HIGHLAND AVE NE,ATLANTA,GA,,4048723717,INDORE C STORE MART/CHEVRON,account_key,high,48723717,3
48733547,0,BOULEVARD CONVENIENCE INC,356 BOULEVARD NE,ATLANTA,GA,,4048733547,BOULEVARD CONVENIENCE INC,account_key,high,48733547,8
48747875,0,PETROZONE LLC/10TH ST CHEVRON,970 SPRING STREET NW,ATLANTA,GA,,4048747875,SPRINGS STREET CHEVRON/PETROZONE,account_key,high,48747875,2
48760576,0,BIGHIT BJ LLC,785 ARGONNE AVE NE,ATLANTA,GA,,4048760576,BIGHIT BJ LLC/L&M SERVICE MARKET,account_key,high,48760576,1
48833142,0,BROADWAY 786 CHEVRON,1860 MEMORIAL DR SE,ATLANTA,GA,,4048833142,BROADWAY 786 CHEVRON,account_key,high,48833142,6
48851682,0,BOULEVARD LOTTO & GROCERY,371 BOULEVARD NE,ATLANTA,GA,,4048851682,BOULEVARD LOTTO & GROCERY,account_key,high,48851682,3
48987860,0,1 ANDYS WHOLESALE INC,5955 STEWARTS PKWY,DOUGLASVILLE,GA,0.0,7704898786,ANDYS WHOLESALE INC,account_key,high,48987860,2
49182800,0,HIRAM FOOD MART,3606 ATLANTA HWY,HIRAM,GA,,4049182800,HIRAM FOOD MART,account_key,high,49182800,7
49200010,0,SYED HUSSAIN,"COOLEDGE RD CHEVERON, 1531 COOLEDGE RD",Tucker,GA,,7704920001,CHEVRON FOOD MART,account_key,high,49200010,7
49291965,0,SWIFT STOP INC,2077 N DECATUR RD,DECATUR,GA,,4049291965,PETRO MART LLC/CHEVRON FOOD MART,account_key,high,49291965,1
49299100,0,A MUSTAFA INC./PHILLIPS  66,2929 LAWRENCEVILLE HWY,TUCKER,GA,,7704929910,A MUSTAFA INC./PHILLIPS  66,account_key,high,49299100,8
49315122,0,SUNNYSIDE COUNTRY STORE,3108 CREST HWY,THOMASTAN,GA,,4049315122,SUNNYSIDE COUNTRY STORE,account_key,high,49315122,1
49352145,0,101 DISTRIBUTORS GA LLC,4721 LEWIS ROAD,STONE MOUNTAIN,GA,,4049352145,101 DISTRIBUTORS GA LLC,account_key,high,49352145,2
49368787,0,MSK 24/7 CORPORATION,2223 CANDLER RD,DECATUR,GA,,4049368787,MSK 24/7 CORPORATION,account_key,high,49368787,4
49374400,0,FARZEEN ENTERPRISES INC,3988 LAWRENCVILLE HWY,TUCKER,GA,,7704937440,FARZEEN ENTERPRISES INC/D/B/A MILK JUG,account_key,high,49374400,4
49487394,0,FEROZ BARDAI,"2588 DECATUR VILLAGE DR,APT 1317",DECATUR,GA,,4049487394,FEROZ BARDAI,account_key,high,49487394,1
49608883,0,MD STORE LLC,812 RALPHDAVID ABERNATHY BLVD SW,ATLANTA,GA,,4049608883,MD STORE LLC,account_key,high,49608883,6
49632840,0,LAKEWOOD FOOD MART,184 MCDONOUGH BLVD SE,ATLANTA,GA,,4049632840,LAKEWOOD FOOD MART,account_key,high,49632840,1
49635005,0,STOP & SAVE GROUP LLC,935 N INDIAN CREEK DR,CLARKSTON,GA,,4049635005,STOP & SAVE GROUP LLC,account_key,high,49635005,8
49635448,0,SEBLI ETHOPIAN RESTAURANT &.,4995 MEMORIAL DR,STONE MTN,GA,,4049635448,SEBLI ETHOPIAN RESTAURANT & LOUNGE,account_key,high,49635448,1
49637712,0,COMPROMISE K/MINIT MART/CITGO,3436 E PONCE DE LEON AVE,SCOTTDALE,GA,,4049637712,COMPROMISE KRISH INC/CITGO,account_key,high,49637712,1
49637929,0,AMBE POOJA LLC /QUICK STOP,5295 MEMORIAL DR,STONE MOUNTAIN,GA,,4049637929,MEMORIAL DR FOOD LLC,account_key,high,49637929,8
49649847,0,B AND E FOOD MART LLC,1097 HOLLYWOOD RD NW,ATLANTA,GA,,4049649847,H & R FOOD MART,account_key,high,49649847,6
49753979,0,PUFF COMPANY LLC,2760 E COLLEGE AVENUE,DECATUR,GA,,4049753979,PUFF COMPANY LLC,account_key,high,49753979,5
49880277,0,LENNY SERG INC,4712 MEMORIAL DR,DECATUR,GA,,4049880277,LENNY SERG INC,account_key,high,49880277,4
49887144,0,T SOLUTION AT ATLANTA LLC,"1955 CAMPBELLTON RD SW, STE A",ATLANTA,GA,,4049887144,T SOLUTION AT ATLANTA LLC,account_key,high,49887144,7
49898698,0,AAP EATONTON INC,204 E SUMTER ST,EATONTON,GA,,4049898698,AAP EATONTON INC/SHELL EATONTON MART,account_key,high,49898698,3
49929334,0,OM SAI INVESTMENT LLC,1406 JACKSON TRAIL RD,JEFFERSON,GA,,4049929334,OM SAI INVESTMENT LLC,account_key,high,49929334,4
49930475,0,RN FOOD AND GAS INC,722 HARBINS RD NW STE B,LILBURN,GA,,4049930475,RN FOOD AND GAS INC,account_key,high,49930475,1
50432000,0,ELAN CONVENIENCE & GAS LLC,412 W 3RD ST,JACKSON,GA,,7705043200,ELAN CONVENIENCE & GAS LLC,account_key,high,50432000,8
50676960,0,KUSHI ALL INC,630 FAIRVIEW RD,STOCKBRIDGE,GA,,7705067696,KUSHI ALI INC,account_key,high,50676960,8
51283300,0,PETRO AVE LLC/ BP DUNWOODY,5418 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,,7705128330,PETRO AVE LLC/ BP DUNWOODY,account_key,high,51283300,8
51458880,0,NADIA III LLC,3605 LAWRENCEVILLE HWY,TUCKER,GA,,4705145888,NADIA III LLC/YAM 2021 LLC,account_key,high,51458880,4
52409869,0,APNA WHOLESALE,"3821 LORNA ROAD, SUITE 107",HOOVER,AL,,2052409869,APNA WHOLESALE,account_key,high,52409869,1
53448570,0,GRAY FOOD MART LLC,2810 GRAY HWY,MACON,GA,,4705344857,GRAY FOOD MART LLC,account_key,high,53448570,7
53632040,0,JASMINE OIL COMPANY INC,2415 OLD CORNELLA HWY,GAINSVILLE,GA,,7705363204,ARISHA CHEVRON INC,account_key,high,53632040,8
54526210,0,SHANAYA LITHONIA INC,2487 STONE MOUNTAIN LITHONIA RD,LITHONIA,GA,,4705452621,SHANAYA LITHONIA INC / LITHONIA FOOD MART,account_key,high,54526210,3
54677340,0,2743 FOOD MART LLC,2743 MT ZION PKWY,JONESBORO,GA,,4705467734,2743 FOOD MART LLC,account_key,high,54677340,1
55461140,0,5141 FOOD MART INC,5141 HIGHWAY 81,LOGANVILLE,GA,,7705546114,5141 FOOD MART INC,account_key,high,55461140,2
55818760,0,2120 DULUTH MANAGEMENT LLC,2120 DULUTH HIGHWAY 120,DULUTH,GA,,7705581876,2120 DULUTH MANAGEMENT LLC,account_key,high,55818760,1
55831960,0,LAXMI 3283 LLC,3283 CENTERVILLE HWY,SNELLVILLE,GA,,7705583196,LAXMI 3283 LLC,account_key,high,55831960,4
55861770,0,FAM MART LLC,1900 SECOND AVE,DECATUR,GA,,4705586177,FAM MART LLC,account_key,high,55861770,5
55914170,0,CHEVRON FOOD MART,4400 SNAPFINGER WOODS,DECATUR,GA,,7705591417,LUCKY WOODS FOOD MART LLC,account_key,high,55914170,8
55942470,0,DULUTH GROUP USA INC,"4601 SATELLITE BLVD, ST 8",DULUTH,GA,,7705594247,STOP N SAVE/DULUTH GROUP USA INC,account_key,high,55942470,4
55944490,0,A TO Z,4480 WINTER,DORAVILLE,GA,,7705594449 ,YAA ZARINA INC,account_key,high,55944490,4
56373144,0,ALL IN ONE WHOLESALE/ARHAN LLC,2111 OLD MONTGOMERY HWY,PELHAM,AL,,2056373144,ALL IN ONE WHOLESALE/ARHAN LLC,account_key,high,56373144,2
56530660,0,AAP SANDY INC SHELL FOOD MART,2715 SANDY PLAINS ROAD,MARIETTA,GA,,7705653066,AAP SANDY INC SHELL FOOD MART,account_key,high,56530660,5
56840900,0,NAVEED FOODMART LLC,6121 JONESBORO RD,MORROW,GA,,7705684090,6121 CITGO MART LLC,account_key,high,56840900,5
57649461,0,4324 QM LLC/BP FOOD STORE,4324 SHALLOWFORD RD,MARIETTA,GA,,3057649461,4324 QM LLC/BP FOOD STORE,account_key,high,57649461,1
58098820,0,LALANI 786786 INC,2274 SALEM RD SE STE 104,CONYERS,GA,,7705809882,LALANI 786786 INC,account_key,high,58098820,1
59009720,0,RELIANCE GROUP INC,1727 MARS HILL ROAD,ACWORTH,GA,,7705900972,ACWORTH CHEVRON/RELIANCE GROUP INC,account_key,high,59009720,2
59097326,0,CHESHIRE OPS LLC,2319 CHESHIRE BRIDGE RD NE,ATLANTA,GA,,2059097326,AAA 2317 INC,account_key,high,59097326,4
59479170,0,AAP FULTON INC,5955 FULTON INDUSTRIAL BLVD SW,ATLANTA,GA,,9405947917,AAP FULTON INC,account_key,high,59479170,2
59679668,0,MARATHON,2840 RIVERSIDE DR,MACON,GA,,3059679668,STOCKBRIDGE NOVELTIES,account_key,high,59679668,3
62094515,0,BP GAS STATION,3834 GA-365,ALTO,GA,,7862094515,3834 ALTO INC/BP GAS STATION,account_key,high,62094515,8
62094516,0,ARUSHA SHELL INC,41 BIG HORN DR,DOWSONVILLE,GA,,7862094516,ARISHA SHELL INC,account_key,high,62094516,7
62454770,0,DIXIE DAL BP,2922 WEST MAIN STREET,RIYSTON,GA,,7062454770,DIXIE DAL BP,account_key,high,62454770,1
62888555,0,REDAN ROAD LLC / FOOD MART,5616 REDAN RD STE A`,STONE MOUNTAIN,GA,,5162888555,5616 PANOLA LLC / FOOD MART,account_key,high,62888555,5
62989054,0,PJS PACKAGING LLC,7455 SWIFT ST,LITHONIA,GA,,5162989054,PJ'S PACKAGING LLC,account_key,high,62989054,2
63182614,0,DEKALB FOOD MART LLC,763 DEKALB INDUSTRIAL WAY STE B,DECATUR,GA,,7863182614,DEKALB FOOD MART LLC,account_key,high,63182614,4
63182691,0,VALLEY HILL TEXACO,626 VALLEY HILL RD SW,RIVERDALE,GA,,6463182691,VALLEY HILL TEXACO,account_key,high,63182691,3
63202300,0,TYRONE B.P,994 TRYONE ROAD,TYRONE,GA,,7706320230,TYRONE B.P,account_key,high,63202300,8
63424030,0,EZ20 INVESTMENTS,1740 SEVEN ISLANDS RD,BUCKHEAD,GA,,7063424030,EZ20 INVESTMENTS LLC,account_key,high,63424030,1
63646520,0,"CORNER MINI MART SON,BACK H",3114 AUGUSTA TECH DR STE 205,AUGUSTA,GA,,7063646520,CARTERS CORNER,account_key,high,63646520,1
65694488,0,PACES FERRY SHELL,1313 WEST PACES RD,ATLANTA,GA,,7865694488,PACES FERRY SHELL,account_key,high,65694488,1
65743280,0,J&J FAMILY USA LLC,"3230 STEVE REYNOLDS BLVD,STE 114",DULUTH,GA,,4706574328,J&J FAMILY USA LLC/SOONI AND TOMMI,account_key,high,65743280,1
65981471,0,2898 QUICKMART LLC,2898 CLAIRMONT ROAD,ATLANTA,GA,,7865981471,2898 QUICKMART LLC,account_key,high,65981471,3
66085676,0,SQUARE 3 INVESTMENT INC,5754 COVINGTON HWY,DECATUR,GA,,7866085676,ROCKBRIDGE BP LLC,account_key,high,66085676,4
66242830,0,CDP USA LLC,1531 DEWS POND RD SE,CALHOUN,GA,,7066242830,CDP USA LLC,account_key,high,66242830,7
66407850,0,BP HAYNESBRIDGE,9915 HAYNESBRIDGE RD,ALPHARETTA,GA,,7706640785,BP HAYNESBRIDGE,account_key,high,66407850,6
66418767,0,JASMIN JODECO INC,3279 JODECO RD,MCDONOUGH,GA,,7866418767,JASMIN JODECO INC,account_key,high,66418767,5
66426853,0,RJM 145 INC,145 N DUGGER AVE,ROBERTA,GA,,7866426853,RJM 145 INC,account_key,high,66426853,7
66745433,0,COVINGTON STORE PRIME LLC,1814 HIGHWAY 11 S,CONVINGTON,GA,,7866745433,COVINGTON STORE PRIME LLC ,account_key,high,66745433,5
66831043,0,DUNWOODY CHEVRON,5465 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,,6466831043,DUNWOODY CHEVRON,account_key,high,66831043,7
67572152,0,SPEEDE STOP / SAGS BLESSINGS INC,195 GWINNETT DR STE A,LAWRENCEVILLE,GA,,7867572152,SPEEDE STOP / SAGS BLESSINGS INC,account_key,high,67572152,1
67747776,0,SARBIN INC,2315 GLENWOOD AVE SE,ATLANTA,GA,,7867747776,SARBIN INC,account_key,high,67747776,2
68145526,0,EZ STOP & SHOP/2160 MARKET LLC,2160 MARTIN LUTHER KING JR BLVD,AUGUSTA,GA,,7068145526,EZ STOP & SHOP/2160 MARKET LLC,account_key,high,68145526,6
68450033,0,DANIEL FOOD MART/SHAKIR,512 DANIEL ST,LA GRANGE,GA,,7068450033,DANIEL FOOD MART/SHAKIR,account_key,high,68450033,3
68465276,0,NIMI 100 INC,154 FLINT HILL HWY,SHILOH,GA,,7068465276,NIMI 100 INC,account_key,high,68465276,4
68481969,0,5401 COVINGTON HWY INC,5401 COVINGTON HWY,DECATUR,GA,,7868481969,5401 COVINGTON HWY INC,account_key,high,68481969,8
68507208,0,MOMIN A & R LLC,151 NELLIE B AVE,ATHENS,GA,,7068507208,MOMIN A & R LLC,account_key,high,68507208,5
68571524,0,4375 HIGH TECH INC,4375 HIGHWAY 27,SUMMERVILLE,GA,,7068571524,HIGHTECH 2022 LLC,account_key,high,68571524,2
69315480,0,MALIKA 1987 INC,1600 HIRAM DOUGLASVILLE HWY,HIRAM,GA,,7706931548,MALIKA 1987 INC,account_key,high,69315480,1
69381065,0,TAHEERA INVESTMENT LLC,204 E WALKER ST,THOMSTON,GA,,7069381065,TAHEERA INVESTMENT LLC,account_key,high,69381065,4
69422879,0,YOUR 828 MCDONOUGH GROCERY STORE,828 MCDONOUGH BLVD SE,ATLANTA,GA,,7869422879,"YOUR 828 MCDONOUGH GROCERY STORE,LLC",account_key,high,69422879,5
69638820,0,BP CONYERS LLC,4565 GA 20 SE,CONYERS,GA,,7706963882,MAGNET MARKET/4565 BP FOOD MART LLC,account_key,high,69638820,8
69915082,0,AAP PACKAGE INC,204A E SUMTER ST,EATONTON,GA,,7069915082,AAP PACKAGE INC / EASTSDIE PACKAGE STORE,account_key,high,69915082,4
70381350,0,CGLB CORPORATION,6288 GEORGIA HWY 85,RIVERDALE,GA,,7707038135,CGLB CORPORATION,account_key,high,70381350,2
71043120,0,ROCKDALE MART LLC,"405 SIGMAN RD NW, STE B",CONYERS,GA,,2107104312,ROCKDALE MART LLC,account_key,high,71043120,7
71762150,0,KING & KING INVESTMENT INC,4840 JIMMY CARTER BLVD,NORCROSS,GA,,7707176215,KING & KING INVESTMENT INC / SHELL FOOD MART,account_key,high,71762150,5
71914300,0,76 FOOD MART,4556 E PONCE DE LEON AVE,CLARKSTON,GA,,4707191430,76 FOOD MART,account_key,high,71914300,4
72465000,0,FRESH FOOD TOWN LLC,4604 E PONCE DE LEON AVE,CLARKSTON,GA,,7707246500,FRESH FOOD TOWN LLC,account_key,high,72465000,1
72811880,0,COVINGTON PACKAGE LLC,6138 JACKSON HWY,CONVINGTON,GA,,7707281188,COVINGTON PACKAGE LLC,account_key,high,72811880,8
73965490,0,FLATSHOALS USA INC,873 VETERANS MEMORIAL HWY SE,MEBLETON,GA,,7707396549,MABLETON USA INC/SHELL FOOD MART,account_key,high,73965490,7
74009990,0,ARYANA IMPORTERS & WHOLESALERS,2063 MOUNTAIN INDUSTRIAL BLVD,TUCKER,GA,,4707400999,ARYANA IMPORTERS & WHOLESALERS,account_key,high,74009990,1
74406704,0,BROOKWOOD 13 INC,1314 BROOKWOOD AVE,JACKSON,GA,,3474406704,BROOKWOOD 13 INC,account_key,high,74406704,6
74868750,0,SHAMROCK FOODMART,724  S MAIN ST,CEDARTOWN,GA,,7707486875,SHAMROCK FOODMART/ ARZAN SMART GROUP LLC,account_key,high,74868750,6
75013928,0,TWP1 USA LLC,5195 TOWNE LAKE PKWY,WOODSTOCK,GA,,8175013928,TWP1 USA LLC,account_key,high,75013928,3
75368606,0,288 RIZ ATLANTA INC,"288 RALPH DAVID ABERNATHY,BLVD SW",ATLANTA,GA,,2675368606,288 RIZ ATLANTA INC,account_key,high,75368606,4
75383352,0,MONROE EXTRAMILE INC,1865 HIGHWAY 138,MONROE,GA,,3475383352,MONROE EXTRAMILE INC,account_key,high,75383352,4
75733790,0,CITGO/ROCKBRIDE,4420 ROCKBRIDGE RD,ROCKBRIDGE,GA,,7707573379,SONI F00D MART/BAWANI GROC ERY LLC,account_key,high,75733790,1
76092320,0,ARIANA DE LA MORELIANA LLC,1370 GA 138,CONYERS,GA,,7707609232,ARIANA DE LA MORELIANA LLC,account_key,high,76092320,1
77403030,0,F & S BLESSINGS INC,7745 SPENCE RD,FAIRBURN,GA,,7707740303,FAIRBURN BLESSINGS LLC/SHELL FOOD MART,account_key,high,77403030,7
77800290,0,RNN FOOD & GAS INC.,SHELL EXPRESS - 2370 SPRING RD NE,SMYRNA,GA,,7707780029,RNN FOOD & GAS INC/SHELL EXPRESS,account_key,high,77800290,1
77867710,0,BROWNSMILL ENTERPRISES CORP,3546 PANOLA RD,LITHONIA,GA,,4707786771,EXXON FOOD MART/BROWNSMILL ENTERPRISES CORP,account_key,high,77867710,7
78595000,0,Z & F GASOLINE TEXACO FOOD MART,1410 KLONDIKE ROAD SUITE F,CONYERS,GA,,7707859500,Z & F GASOLINE TEXACO FOOD MART,account_key,high,78595000,4
78878230,0,TOP SHOP/TAJ,53 A HWY 81,COVINGTON,GA,,7707887823,TOP SHOP/TAJ,account_key,high,78878230,2
78880550,0,LA FONTANA INC/ BP          I,2106 PACE STREET,COVINGTON,GA,,7707888055,LA FONTANA INC/ AAP PACE INC,account_key,high,78880550,7
80546000,0,NEPAL INVESTMENT INC,2691 S COBB DR SE,SMYRNA,GA,,7708054600,NEPAL INVESTMENT INC,account_key,high,80546000,5
80683810,0,601 BREMEN MANAGEMENT LLC,601 ALABAMA AVE S,BREMEN,GA,,4708068381,601 BREMEN MANAGEMENT LLC/BREMEN MART,account_key,high,80683810,6
80690330,0,FFS3 USA LLC,5414 FIVE FORKS TRICKUM,LILBURN,GA,,7708069033,MILESTONE PETROLEUM LLC/SHELL FIVE FORKS,account_key,high,80690330,2
81914110,0,SIX FLAG AMOCO/ARA,124 SIX FLAG PKWY,AUSTELL,GA,,7708191411,ENDLESS GROUP INC,account_key,high,81914110,3
82157334,0,COVINGTON FOOD MART,5485 HIGHWAY 81,COVINGTON,GA,,6782157334,COVINGTON OPS 1 LLC/COVINGTON FOOD MART,account_key,high,82157334,8
82314282,0,NATIONAL TABACCO COMPANY LP,350 EMERSON PL,UNIONDALE,GA,,6782314282,NATIONAL TABACCO COMPANY LP,account_key,high,82314282,6
82400051,0,BUSY FOOD MART,635 EAST MACCARTY ST,SANDERSVILLE,GA,,4782400051,BUSY FOOD MART/VEDIKA LLC,account_key,high,82400051,1
82428275,0,HOT BOX / AJSF SMOKLE LLC,195 GWINETT DR STE B,LAWRENCEVILLE,GA,,6782428275,HOT BOX / ON THE CLOUD INC,account_key,high,82428275,4
82575244,0,BOWDON MANAGEMENT LLC,133 WEDOWEE ST,BOWDON,GA,,6782575244,BOWDON MANAGEMENT LLC,account_key,high,82575244,8
82591322,0,MAIRA INVESTMENT LLC,1179 EISENHOWER PKWY,MACON,GA,,4782591322,MAIRA INVESTMENT LLC,account_key,high,82591322,1
82712443,0,DIAMOND JUBILEE 6720 INC,6720 MPUNT ZION BLVD,MORROW,GA,,6782712443,MARS MOBIL,account_key,high,82712443,5
82896005,0,GLOBAL USA LLC,1396 FAIRVIEW ROAD,STOCKBRIDGE,GA,,6782896005,A & K GLOBAL USA LLC/FAIRVIEW,account_key,high,82896005,8
82950014,0,3041 S&A LLC/QUICKSTOP,3041 N COLUMBIA ST,MILLEDGEVILLE,GA,,4782950014,3041 S&A LLC/QUICKSTOP,account_key,high,82950014,2
83030178,0,EB MARKET LLC,"501 E BOUNDARY, UNIT C",AUGUSTA,GA,,4783030178,EB MARKET LLC/EB FOOD MART,account_key,high,83030178,1
83206640,0,HARAYANA LLC,1101 ALABAMA ST,CARROLLTON,GA,,7708320664,HARYANA LLC,account_key,high,83206640,2
83294407,0,INAAYA INVESTMENTS INC,4943 EAST HIHGWAY 16,TURIN,GA,,6783294407,INAAYA INVESTMENTS INC/MAM 2022 LLC,account_key,high,83294407,5
83308640,0,1888 ENTERPRISES LLC,2100 METROPILITAN PK WY SW,ATLANTA,GA,,6783308640,1888 ENTERPRISES LLC,account_key,high,83308640,7
83429600,0,BONDS BP/ALVEEZ INTRNATIONAL INC,8145 WAHNGTON ST,COVINGTON,GA,,6783429600,BONDS BP/ALVEEZ INTERNATIONAL INC,account_key,high,83429600,1
83536181,0,SAI POOJA 11 LLC,5072 BUFORD HWY NE,DORAVILLE,GA,,6783536181,SAI POOJA 11 LLC,account_key,high,83536181,1
83726250,0,NAMASTE PHARMACY LLC,426 KINGS TROOP RD,STONEMOUNTAIN,GA,,7708372625,NAMASTE PHARMACY LLC,account_key,high,83726250,1
83733790,0,WINE & LIQUOR EMPORIUM,7184 ROCKBRIDGE RD,STONE MTN,GA,,7708373379,WINE & LIQUOR EMPORIUM,account_key,high,83733790,2
83865618,0,GAS ZONE INC,4485 CHAMBLEE DUNWOODY RD,DUNWOODY,GA,,6783865618,GAS ZONE INC,account_key,high,83865618,3
83893710,0,BP EATONTON LLC,207 E SUMTER ST,EATONTON,GA,,4708389371,BP EATONTON LLC,account_key,high,83893710,1
83947930,0,HALLMART LLLP,1705 CLEVELAND HWY STE 1F,GAINSVILLE,GA,,6783947930,HALLMART LLLP,account_key,high,83947930,1
83987469,0,5 Star Oil Georgia Inc,3290 New Macland Rd,Powder Springs,GA,,6783987469,CHEVRON FOOD MART/ NIKI 3290 INC,account_key,high,83987469,8
84185501,0,"SHREE SAT KEVAL,INC/CHEVRON IB",5995 COVINGTON HWY,DECATUR,GA,,6784185501,"SHREE SAT KEVAL,INC/CHEVRON IB",account_key,high,84185501,4
84188828,0,SNAPFINGER USA INC,3316 SNAPFINGER RD,LITHONIA,GA,,6784188828,SNAPFINGER USA INC,account_key,high,84188828,4
84222858,0,IQRA 1 ENTERPRISES INC,2684 REX RD,ELLENWOOD,GA,,6784222858,IQRA 1 ENTERPRISES INC,account_key,high,84222858,1
84318144,0,ALPHARETTA CONVENIENCE INC,1275 ALPHARETTA ST,ROSWELL,GA,,6784318144,ALPHARETTA CONVENIENCE INC/BEST CONVENIENCE STORE,account_key,high,84318144,1
84635564,0,CHEVRON GAS STATION,1946 ROSWELL RD,MARIETTA,GA,,6784635564,CHEVRON GAS STATION,account_key,high,84635564,3
84693695,0,ASHAR ENTERPRISES,4605 GLENWOOD RD,DECATUR,GA,,6784693695,ASHAR ENTERPRISES,account_key,high,84693695,7
84771667,0,ROYAL TOBACCO LLC,2050 CHAMBLEE TUCKER RD,CHAMBLEE,GA,,6784771667,ROYAL TOBACCO LLC,account_key,high,84771667,2
