msa_customer_number,msa_shipping_number,msa_name,msa_address,msa_city,msa_state,msa_phone,pos_account_number,pos_name,match_type,confidence,matched_key,weeks_active
84795745,0,TONY ENTERPRISES USA INC,336 HIGHWAY 138 SW,RIVERDALE,GA,,6784795745,RAJA SHAMIR ENTERPRISES INC,account_key,high,84795745,6
85045129,0,SIX FLAGS 860 USA LLX,860 SIX FLAGS RD,AUSTELL,GA,,6785045129,SIX FLAGS 860 USA LLC,account_key,high,85045129,6
85111220,0,GLOBAL WHOLESALE,751 DEKALB INDUSTRIAL WAY,DECATUR,GA,,4708511122,GLOBAL WHOLESALE,account_key,high,85111220,1
85150816,0,SHAH FOOD LLC,4183 THURMAN RD STE B,FOREST PARK,GA,,6785150816,SHAH FOOD LLC,account_key,high,85150816,1
85465580,0,KGN INTERNATIONAL LLC,2672 E HIGHWAY 5,CARROLLTON,GA,,7708546558,KGN INTERNATIONAL LLC/WALKERS GROCERY AND DELI,account_key,high,85465580,8
85679431,0,KK FOOD MART / BP FOOD MART,3930 AUSTELL POWDER SPRINGS RD,POWDER SPRINGS,GA,,6785679431,KK SONS USA INC,account_key,high,85679431,8
85747818,0,WHOLESALE EXPRESS,322 NORTH POINT PKWY SE SUITE H & J,ACWORTH,GA,,6785747818,WHOLESALE EXPRESS,account_key,high,85747818,2
85836808,0,DP PROVISION,2297 HIGHWAY 20E,MCDONOUGH,GA,,6785836808,MCDONOUGH FOOD & GAS LLC,account_key,high,85836808,2
85875959,0,FIVE FORKS FOOD MART,1205 FIVE FORK TRICKUM RD SW,LAWRENCEVILLE,GA,,6785875959,SR UNITED USA INC,account_key,high,85875959,3
86436331,0,MADISON CHEVRON,1990 EATONTON RD,MADISON,GA,,6786436331,MADISON CHEVRON,account_key,high,86436331,3
86586435,0,COVINGTON BUSINESS LLC,8108 WASHINGTON ST SW,COVINGTON,GA,,6786586435,COVINGTON BUSINESS LLC,account_key,high,86586435,1
86642489,0,MS DEEP LLC/MINI FOOD MART,942 ALABAMA STREET,CARROLLTON,GA,,6786642489,MS DEEP LLC/MINI FOOD MART,account_key,high,86642489,5
87011027,0,NEXTDAY WHOLESALE LLC,2605 MOUNTAIN INDUSTRIAL BLVD STE 4,TUCKER,GA,,6787011027,NEXTDAY WHOLESALE LLC,account_key,high,87011027,3
87055009,0,SHIRIN GAS INC/GLENWOOD FD MART,1865 GLENWOOD AVE SE,ATLANTA,GA,,6787055009,CHEVRON FOOD MART/1865 GLENWOOD LLC,account_key,high,87055009,3
87096225,0,MR SINGH FOOD & GAS LLC,526 FLINT RIVER ROAD,JONESBORO,GA,,6787096225,MR SINGH FOOD & GAS LLC,account_key,high,87096225,6
87481671,0,5540 FOOD MART LLC,5540 JONESBORO RD,LAKECITY,GA,,6787481671,5540 FOOD MART LLC/ CHEVRON FOOD MART,account_key,high,87481671,5
87570170,0,CH1 USA LLC,6918 CLEVELAND HWY,CLERMONT,GA,,4708757017,CH1 USA LLC,account_key,high,87570170,2
87684444,0,BP FOOD MART,2781 E COLLEGE AVE,DECATUR,GA,,6787684444,BP FOOD MART,account_key,high,87684444,8
87700162,0,FOOD MART CONVENIENCE STORE,7173 COVINGTON HWY STE E 15,LITHONIA,GA,,6787700162,FOOD MART CONVENIENCE STORE/SN24/7 CORPORATION,account_key,high,87700162,5
87709042,0,WASHINGTON PRIME LLC/SHELL GAS,8109 WASHINGTON ST S/W,COVINGTON,GA,,6787709042,SHELL FOOD MART/8109 WASHINGTON INC,account_key,high,87709042,3
87868930,0,LOCUST USA INC,602 PEEKSVILLE RD,LOCUST GROVE,GA,,4708786893,SHAYAAN INVESTMENTS INC,account_key,high,87868930,3
87870089,0,AK MART INC/ 76 PETROLEUM,1885 JONESBORO RD SE,ATLANTA,GA,,6787870089,NRA ENTERPRISE LLC,account_key,high,87870089,4
87996660,0,FARES WELL ENTP INC/CITGO/GRA,1452 NORTH HAIRSTON RD,STONE MOUNTAIN,GA,,7708799666,FARES WELL ENTP INC/CITGO/GRA,account_key,high,87996660,1
88065925,0,HANUMAN FOOD MART,3259 SALEM RD,COVINGTON,GA,,6788065925,HANUMAN FOOD MART,account_key,high,88065925,7
88232336,0,101 BP FOOD MART INC,101 MAYS RD SE,MILLEDGEVILLE,GA,,6788232336,101 BP FOOD MART INC,account_key,high,88232336,3
88345570,0,FR1 USA LLC,181 FAIRVIEW RD,ELLENWOOD,GA,,6788345570,FR1 USA LLC,account_key,high,88345570,8
88405013,0,MIRROR LAKE MART LLC,9600 CONNERS RD,VILLA RICA,GA,,6788405013,9600 QUICKMART LLC,account_key,high,88405013,5
88835933,0,POPS GENERAL STORE LLC,"3316 OLD STATE HWY 113,PO BOX 167",TAYLORSVILLE,GA,,6788835933,POPS GENERAL STORE LLC,account_key,high,88835933,1
88901154,0,GREASE MONKEY LLC,207 BRUMBELOW RD,CARROLTON,GA,,6788901154,GREASE MONKEY LLC,account_key,high,88901154,3
89035195,0,ANANTA C STORE LLC,11983 VETERANS MEMORIAL HWY,DOUGLASVILLE,GA,,6789035195,ANANTA C STORE LLC,account_key,high,89035195,2
89184480,0,HKHR LLC/BP 153,343 JOSEPH E LOWERY BLVD SW,ATLANTA,GA,,4708918448,HKHR LLC/BP 153,account_key,high,89184480,1
89186980,0,RAYAAN 1 LLC/BP 142,1450 DONNELLY AVE SW,ATLANTA,GA,,4708918698,RAYAAN 1 LLC/BP 142,account_key,high,89186980,1
89188290,0,EXPRESS MART AND SUPPLIES LLC,4892 MEMORIAL DR,STONE MOUNTAIN,GA,,4708918829,EXPRESS MART AND SUPPLIES LLC,account_key,high,89188290,1
89279441,0,MID TOWN DECATUR MARKET LLC,349 DECATUR STSE,ATLANTA,GA,,6789279441,349 INTOWN MARKET INC,account_key,high,89279441,8
89745293,0,BIG BROTHER FOOD MART,1193 LEE ST,ATLANTA,GA,,6789745293,400 AMAL LLC,account_key,high,89745293,1
89772072,0,RAINA 19 LLC,6139 COVINGTON HWY,LITHONIA,GA,,6789772072,RAINA 19 LLC,account_key,high,89772072,6
89780081,0,GREEN GENERAL STORE INC,3099 BRECKINRIDGE BLVD STE 208B,DULUTH,GA,,6789780081,ALIENSHIP INC,account_key,high,89780081,3
90088840,0,"AULT CAPITAL,INC/LUCKY LOTTO",1838 COLUMBIA DR STE A,DECATUR,GA,,4709008884,LUCKY LOTTO MART/1838 COLUMBIA LLC,account_key,high,90088840,2
90617490,0,HAMSA WHOLESALE INC,"3075 BRECKINRIDGE BLVD, STE 440",DULUTH,GA,,7709061749,HAMSA WHOLESALE INC,account_key,high,90617490,1
91450500,0,DJ NOVELTIES LLC,298 RACETRACK ROAD,MCDONOUGH,GA,,7709145050,DJ NOVELTIES LLC,account_key,high,91450500,8
92200860,0,HDR LLC/SHELL FOOD MART/GRA,4795 HWY 20 NE ROCKDALE COUNTY,CONYERS,GA,,7709220086,MS CONYERS INC,account_key,high,92200860,4
92275560,0,NAZIR MART INC/GRA,2302  EBENEZER RD,CONYERS,GA,,7709227556,DOLAT PARTNERS USA LLC,account_key,high,92275560,8
94880800,0,STOP BUY FOOD MART,2954 VETRANS MEMORIAL HWY,AUSTELL,GA,,7709488080,STOP BUY FOOD MART/SA VIRANI LLC,account_key,high,94880800,1
97703180,0,BP FOOD MART,559 JOHNSON FERRY ROAD,MARIETTA,GA,,7709770318,BP FOOD MART,account_key,high,97703180,4
98143430,0,AALIYA INVESTMENTS INC,7046 COVINGTON HWY,LITHONIA,GA,,7709814343,786 CHEVRON INC,account_key,high,98143430,5
98155490,0,A&G FOOD MART/CONOCO/GRA/ALEX,6114 COVINGTON HWY,DECATUR,GA,,7709815549,A&G FOOD MART/CONOCO/GRA/ALEX,account_key,high,98155490,8
98690010,0,SHANAYA SHALLOWFORD INC,2714 SHALLOWFORD RD NE,ATLANTA,GA,,7709869001,SHANAYA SHALLOWFORD INC,account_key,high,98690010,3
98787628,0,BP ROCKBRIDGE,2696 ROCKBRIDGE RD,STONE MOUNTAIN,GA,,6098787628,BP ROCKBRIDGE,account_key,high,98787628,1
99079820,0,5540 VENTURES LLC,"540 JONESBORO RD, STE B",LAKE CITY,GA,,4709907982,5540 VENTURES LLC,account_key,high,99079820,2
99119820,0,44 IAZEE ENETERPRISE LLC,44 AUBURN GATE LN,AUBURN,GA,,4709911982,AUBURN BP INC,account_key,high,99119820,8
99392500,0,AT CONVENIENCE INC/SHELL FD MT,685 HOLCOMB BRIDGE RD.,ROSWELL,GA,,7709939250,AT CONVENIENCE INC/SHELL FD MT,account_key,high,99392500,3
99730520,0,WINDER FOOD MART 752 INC,752 GA HWY 211,WINDER,GA,,4709973052,WINDER FOOD MART 752 INC,account_key,high,99730520,6
